"variable","State.Abbr","value.mean","value.sd","value.0%","value.2.5%","value.25%","value.50%","value.75%","value.97.5%","value.100%"
"tautheta","SC", 19.566562622, 2.32651766, 1.659401e+01, 1.663374e+01, 1.799997e+01, 1.932712e+01, 2.174421e+01, 2.239148e+01, 2.250401e+01
"ntheta","SC",  5.844376860, 2.55616937, 3.071582e+00, 3.132199e+00, 4.207647e+00, 4.805238e+00, 7.857551e+00, 9.818200e+00, 1.012447e+01
"taus","SC", 29.811101389, 8.07634091, 2.295274e+01, 2.300404e+01, 2.427276e+01, 2.819314e+01, 3.191767e+01, 4.460107e+01, 4.721587e+01
"taur","SC", 40.037030102,10.03684446, 2.470359e+01, 2.554352e+01, 3.403447e+01, 3.990306e+01, 4.800145e+01, 5.230036e+01, 5.250140e+01
"rmax","SC",  0.669175588, 0.23523941, 2.734764e-01, 3.033642e-01, 4.911758e-01, 7.566528e-01, 8.313365e-01, 9.270646e-01, 9.448028e-01
"treopen","SC",109.377664011, 7.05037343, 1.016389e+02, 1.021672e+02, 1.050201e+02, 1.073758e+02, 1.113776e+02, 1.222293e+02, 1.238099e+02
"log10ys","SD", -0.138096323, 0.42389333,-1.185700e+00,-9.827788e-01,-1.085145e-02, 7.712570e-03, 2.071153e-02, 4.365962e-02, 4.504835e-02
"thetamin","SD",  0.497467236, 0.26123563, 1.888405e-03, 4.646704e-02, 3.867010e-01, 5.927057e-01, 6.267713e-01, 8.007247e-01, 8.308162e-01
"tautheta","SD", 18.393865650, 1.78411071, 1.588518e+01, 1.595597e+01, 1.735113e+01, 1.864683e+01, 1.906901e+01, 2.108988e+01, 2.136881e+01
"ntheta","SD",  3.370152086, 1.11147770, 1.765772e+00, 1.910653e+00, 2.775694e+00, 3.249900e+00, 3.752049e+00, 5.250162e+00, 5.477613e+00
"taus","SD", 30.190385991,10.38029772, 2.272569e+01, 2.274703e+01, 2.388122e+01, 2.739765e+01, 2.972580e+01, 5.064860e+01, 5.397128e+01
"taur","SD", 62.907326335,13.17299201, 4.399818e+01, 4.499874e+01, 5.397941e+01, 6.323711e+01, 7.032326e+01, 8.046072e+01, 8.055203e+01
"rmax","SD",  0.962288024, 0.49049968, 2.834921e-01, 3.041167e-01, 5.499062e-01, 1.135270e+00, 1.203805e+00, 1.639902e+00, 1.730782e+00
"treopen","SD",108.584251641, 9.52545381, 1.005154e+02, 1.006555e+02, 1.022959e+02, 1.061663e+02, 1.101786e+02, 1.268522e+02, 1.298565e+02
"log10ys","TN",  0.054646833, 0.13040804,-2.272323e-02,-2.046404e-02, 1.289272e-03, 8.610553e-03, 3.228637e-02, 3.160182e-01, 3.730661e-01
"thetamin","TN",  0.493019979, 0.26456262,-1.394838e-03, 3.678549e-02, 4.116044e-01, 5.703376e-01, 6.358007e-01, 7.975231e-01, 8.280361e-01
"tautheta","TN", 18.734639282, 2.18501852, 1.559458e+01, 1.564039e+01, 1.737218e+01, 1.912082e+01, 2.039769e+01, 2.116801e+01, 2.124728e+01
"ntheta","TN",  4.185652756, 0.88805328, 3.068902e+00, 3.160065e+00, 3.661257e+00, 3.808822e+00, 4.812893e+00, 5.523876e+00, 5.570483e+00
"taus","TN", 28.095714568, 7.99215202, 1.982009e+01, 1.985434e+01, 2.162329e+01, 2.699917e+01, 3.392339e+01, 3.958217e+01, 4.071575e+01
"taur","TN", 43.987589472,13.36707660, 2.585540e+01, 2.704648e+01, 3.430797e+01, 4.384531e+01, 4.926429e+01, 6.519156e+01, 6.682580e+01
"rmax","TN",  0.610429082, 0.20873188, 2.838227e-01, 3.110459e-01, 4.816230e-01, 6.071761e-01, 7.285051e-01, 8.948504e-01, 9.007240e-01
"treopen","TN",106.830353850, 6.98765388, 9.995622e+01, 9.997885e+01, 1.003667e+02, 1.051936e+02, 1.126433e+02, 1.163819e+02, 1.165721e+02
"log10ys","TX",  0.042780740, 0.09274019,-1.436617e-02,-1.432528e-02, 3.180054e-03, 1.523534e-02, 2.822825e-02, 2.278083e-01, 2.679394e-01
"thetamin","TX",  0.440169269, 0.24920397,-2.434116e-03, 2.801433e-02, 3.420367e-01, 5.097916e-01, 5.590624e-01, 7.497431e-01, 7.783048e-01
"tautheta","TX", 18.483892830, 1.95889129, 1.497773e+01, 1.512615e+01, 1.810780e+01, 1.927287e+01, 1.972856e+01, 2.001516e+01, 2.001981e+01
"ntheta","TX",  3.975634737, 1.25900668, 2.331884e+00, 2.359628e+00, 3.034066e+00, 4.102454e+00, 4.739043e+00, 5.752349e+00, 5.912598e+00
"taus","TX", 27.407889772, 8.82247720, 1.833323e+01, 1.846544e+01, 1.976295e+01, 2.601997e+01, 3.433734e+01, 3.983899e+01, 4.094401e+01
"taur","TX", 38.745380367,11.50205585, 2.157195e+01, 2.290724e+01, 3.036927e+01, 3.817179e+01, 4.824696e+01, 5.323964e+01, 5.369462e+01
"rmax","TX",  0.429235942, 0.14144533, 2.113492e-01, 2.344066e-01, 3.452526e-01, 3.984491e-01, 5.317645e-01, 6.265916e-01, 6.344189e-01
"treopen","TX",105.891782601, 7.63117804, 9.734634e+01, 9.765007e+01, 9.941073e+01, 1.050763e+02, 1.110675e+02, 1.163306e+02, 1.167699e+02
"log10ys","UT", -0.071639535, 0.21713165,-6.062789e-01,-5.050691e-01,-2.166298e-02, 1.513142e-03, 1.717305e-02, 3.626425e-02, 3.892088e-02
"thetamin","UT",  0.472826602, 0.24573144,-1.466266e-03, 4.398803e-02, 4.162113e-01, 5.197951e-01, 5.947402e-01, 7.743986e-01, 8.053352e-01
"tautheta","UT", 17.766667206, 1.01517165, 1.617297e+01, 1.625288e+01, 1.698272e+01, 1.812865e+01, 1.854994e+01, 1.876399e+01, 1.877963e+01
"ntheta","UT",  4.304663171, 1.07872746, 3.095326e+00, 3.106721e+00, 3.526358e+00, 4.034208e+00, 5.183064e+00, 5.779605e+00, 5.816302e+00
"taus","UT", 30.246964594, 6.82400624, 2.289392e+01, 2.321691e+01, 2.540908e+01, 2.922865e+01, 3.296647e+01, 4.224572e+01, 4.416472e+01
"taur","UT", 43.602061198,14.34124068, 2.834957e+01, 2.848725e+01, 3.046254e+01, 4.272581e+01, 5.130553e+01, 6.630276e+01, 6.814032e+01
"rmax","UT",  0.531592046, 0.19104731, 1.837391e-01, 2.269666e-01, 4.595910e-01, 5.031022e-01, 6.705062e-01, 7.643380e-01, 7.667036e-01
"treopen","UT",108.013631800, 6.23863503, 1.013787e+02, 1.016157e+02, 1.031152e+02, 1.069333e+02, 1.111234e+02, 1.188050e+02, 1.203377e+02
"log10ys","VA",  0.036107755, 0.08059463,-1.863099e-02,-1.638114e-02, 2.761295e-03, 1.183732e-02, 2.325504e-02, 1.968630e-01, 2.319215e-01
"thetamin","VA",  0.447156652, 0.24149877, 3.052176e-03, 3.870963e-02, 3.949278e-01, 4.836071e-01, 5.762106e-01, 7.511911e-01, 7.874614e-01
"tautheta","VA", 17.982803075, 1.66200154, 1.538674e+01, 1.539549e+01, 1.735367e+01, 1.852795e+01, 1.928833e+01, 1.936447e+01, 1.936515e+01
"ntheta","VA",  3.977929211, 0.99017741, 2.609735e+00, 2.694834e+00, 3.436721e+00, 3.665177e+00, 4.871969e+00, 5.338780e+00, 5.411994e+00
"taus","VA", 36.664563229,13.50826236, 2.843521e+01, 2.861695e+01, 2.949230e+01, 3.162772e+01, 3.635971e+01, 6.360614e+01, 6.912970e+01
"taur","VA", 56.738551963,13.91586249, 3.454314e+01, 3.602768e+01, 4.581690e+01, 5.931543e+01, 6.897770e+01, 7.201196e+01, 7.249224e+01
"rmax","VA",  0.479810524, 0.20798183, 1.745087e-01, 2.042709e-01, 3.835695e-01, 4.059305e-01, 6.216744e-01, 7.849785e-01, 7.972177e-01
"treopen","VA",114.647366304,12.74448046, 1.038719e+02, 1.046309e+02, 1.086814e+02, 1.097967e+02, 1.156480e+02, 1.396884e+02, 1.445164e+02
"log10ys","VT", -0.101406275, 0.28830773,-8.119296e-01,-6.747378e-01,-2.660529e-02,-1.389008e-02, 1.582771e-02, 3.925487e-02, 4.109555e-02
"thetamin","VT",  0.385181338, 0.23705405, 1.888405e-03, 2.506952e-02, 3.200849e-01, 4.117806e-01, 4.580611e-01, 7.391398e-01, 7.872039e-01
"tautheta","VT", 18.511577632, 1.48139077, 1.588518e+01, 1.621659e+01, 1.785781e+01, 1.849534e+01, 1.906281e+01, 2.059485e+01, 2.068263e+01
"ntheta","VT",  4.032512239, 0.95392790, 2.780925e+00, 2.816400e+00, 3.284623e+00, 4.019823e+00, 4.746613e+00, 5.375963e+00, 5.477613e+00
"taus","VT", 32.159215625,10.66672405, 2.208598e+01, 2.280498e+01, 2.621102e+01, 2.774041e+01, 3.376868e+01, 5.195497e+01, 5.397128e+01
"taur","VT", 52.454156185,14.98741787, 2.137484e+01, 2.533392e+01, 4.972342e+01, 5.460688e+01, 5.981495e+01, 6.985274e+01, 7.114067e+01
"rmax","VT",  0.563728647, 0.20348837, 3.305522e-01, 3.429412e-01, 4.329479e-01, 5.123576e-01, 6.373491e-01, 9.112086e-01, 9.386234e-01
"treopen","VT",110.670793257, 9.56112913, 1.007761e+02, 1.014589e+02, 1.059677e+02, 1.073353e+02, 1.115739e+02, 1.281900e+02, 1.298565e+02
"log10ys","WA", -0.047342508, 0.07571075,-2.074765e-01,-1.909234e-01,-5.262230e-02,-1.889263e-02,-4.622689e-03, 1.558265e-02, 1.925273e-02
"thetamin","WA",  0.415913127, 0.24086496, 1.747534e-03, 3.122390e-02, 3.529399e-01, 4.215314e-01, 5.382924e-01, 7.409261e-01, 7.661951e-01
"tautheta","WA", 18.136413846, 1.88919892, 1.524499e+01, 1.532808e+01, 1.707931e+01, 1.854258e+01, 1.922731e+01, 2.051560e+01, 2.066502e+01
"ntheta","WA",  3.336782701, 0.97923506, 2.206412e+00, 2.253931e+00, 2.753575e+00, 3.030189e+00, 3.931264e+00, 4.992258e+00, 5.206011e+00
"taus","WA", 25.569615691,22.80803433, 4.617488e+00, 5.348291e+00, 8.950382e+00, 2.203366e+01, 3.091820e+01, 6.776568e+01, 7.527487e+01
"taur","WA", 63.762511160,28.49930090, 2.188183e+01, 2.238052e+01, 5.046468e+01, 6.468148e+01, 8.867648e+01, 9.574826e+01, 9.702429e+01
"rmax","WA",  0.549739262, 0.21399222, 2.738395e-01, 2.888155e-01, 3.920848e-01, 5.103355e-01, 7.034316e-01, 8.614769e-01, 8.767326e-01
"treopen","WA",103.706029537,21.37456663, 8.528251e+01, 8.560554e+01, 8.759679e+01, 1.007055e+02, 1.074662e+02, 1.436735e+02, 1.505199e+02
"log10ys","WI", -0.017447996, 0.07666153,-2.051344e-01,-1.700057e-01,-5.336681e-04, 2.543277e-03, 1.630222e-02, 2.691791e-02, 2.808055e-02
"thetamin","WI",  0.455938129, 0.25959387,-1.223711e-03, 3.143598e-02, 3.364571e-01, 5.151495e-01, 6.126604e-01, 7.757130e-01, 8.053545e-01
"tautheta","WI", 17.829507467, 1.57011358, 1.546601e+01, 1.554660e+01, 1.681114e+01, 1.803788e+01, 1.904433e+01, 1.972925e+01, 1.982855e+01
"ntheta","WI",  5.220583893, 1.61860489, 2.788361e+00, 2.875082e+00, 4.428947e+00, 5.384454e+00, 5.994647e+00, 7.357704e+00, 7.424361e+00
"taus","WI", 33.779017393,11.22252467, 2.358399e+01, 2.400868e+01, 2.944354e+01, 3.157261e+01, 3.301534e+01, 5.559720e+01, 6.016033e+01
"taur","WI", 51.403832046, 9.46482693, 3.793228e+01, 3.854059e+01, 4.288011e+01, 5.386075e+01, 5.755065e+01, 6.375655e+01, 6.478194e+01
"rmax","WI",  0.678372367, 0.24846550, 2.652796e-01, 3.009129e-01, 5.389948e-01, 6.990113e-01, 8.355270e-01, 1.005307e+00, 1.031967e+00
"treopen","WI",111.608524860,10.44333081, 1.014121e+02, 1.019102e+02, 1.059503e+02, 1.106892e+02, 1.115153e+02, 1.315770e+02, 1.356263e+02
"log10ys","WV", -0.024349191, 0.09643452,-2.550205e-01,-2.149679e-01,-1.629028e-02, 1.480069e-03, 1.670640e-02, 4.874286e-02, 5.205334e-02
"thetamin","WV",  0.487861162, 0.27196556, 1.888405e-03, 3.410928e-02, 3.870660e-01, 5.579797e-01, 6.428059e-01, 8.115337e-01, 8.417188e-01
"tautheta","WV", 18.912972628, 2.18563194, 1.588518e+01, 1.589074e+01, 1.760118e+01, 1.914719e+01, 2.077182e+01, 2.121585e+01, 2.122090e+01
"ntheta","WV",  4.939509769, 1.40398508, 3.292919e+00, 3.294884e+00, 3.880903e+00, 4.930147e+00, 5.692774e+00, 7.024193e+00, 7.169694e+00
"taus","WV", 31.126289678,10.83658317, 1.924113e+01, 2.008928e+01, 2.453374e+01, 2.890301e+01, 3.280136e+01, 5.121654e+01, 5.397128e+01
"taur","WV", 47.508909047,15.37849750, 2.742962e+01, 2.934371e+01, 3.881821e+01, 4.397365e+01, 5.254098e+01, 7.469926e+01, 7.805686e+01
"rmax","WV",  0.721906034, 0.33641604, 3.072728e-01, 3.237358e-01, 4.751021e-01, 6.583291e-01, 9.744988e-01, 1.219321e+00, 1.257237e+00
"treopen","WV",110.039262305, 9.83375479, 1.004620e+02, 1.008147e+02, 1.040597e+02, 1.071774e+02, 1.117213e+02, 1.280304e+02, 1.298565e+02
"log10ys","WY", -0.198111408, 0.57711087,-1.625212e+00,-1.345376e+00,-2.267680e-02,-1.544751e-04, 2.082943e-02, 3.661749e-02, 3.685261e-02
"thetamin","WY",  0.545415572, 0.29290216, 1.888405e-03, 4.493668e-02, 4.283757e-01, 6.047137e-01, 7.773445e-01, 8.420148e-01, 8.533215e-01
"tautheta","WY", 20.164064192, 5.22483609, 1.588518e+01, 1.615654e+01, 1.792980e+01, 1.865736e+01, 1.943362e+01, 3.056941e+01, 3.256589e+01
"ntheta","WY",  4.499290883, 1.28214656, 2.103916e+00, 2.419363e+00, 3.971013e+00, 4.611367e+00, 4.947702e+00, 6.337583e+00, 6.520001e+00
"taus","WY", 29.188639867,10.53288030, 2.110414e+01, 2.147499e+01, 2.469959e+01, 2.553934e+01, 2.794118e+01, 5.021865e+01, 5.397128e+01
"taur","WY", 55.008489939,12.20533352, 4.200335e+01, 4.235244e+01, 4.521367e+01, 5.266189e+01, 6.257440e+01, 7.205871e+01, 7.224847e+01
"rmax","WY",  1.168213744, 0.77967447, 3.140935e-01, 3.293628e-01, 6.107797e-01, 1.037201e+00, 1.498676e+00, 2.356342e+00, 2.379765e+00
"treopen","WY",109.352704059, 9.13819375, 1.013178e+02, 1.017788e+02, 1.040532e+02, 1.059874e+02, 1.108901e+02, 1.270238e+02, 1.298565e+02
