Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
10	3712.18	10.6398	3.09308	16.1946	5.0585	7.55226	0.0170016	102.426	8.13921	4.6771	2.82716	0.463746	0.674161	0.766523	22.0318	3.8599	0.789229	0.203968	7.76293	9.69301	56.601	0.473222	59.6555	16.4337	8.58843	3712.18
11	1353.87	13.7572	2.56665	14.6146	4.65076	17.3857	0.0197249	105.959	10.7714	5.99317	2.56586	0.545488	0.650689	0.416551	21.5049	3.47181	0.453184	0.116351	9.16549	10.3684	34.3205	0.303006	61.7723	4.54795	9.17087	1353.87
12	5.54241	10.6442	3.00298	13.7274	2.08903	13.2225	0.0203925	124.589	8.80154	6.65575	1.55269	0.719538	0.877091	0.357362	17.932	5.16224	0.138083	0.14168	13.2458	2.27943	35.54	0.447775	23.5788	25.9922	16.2333	5.54241
13	1822.9	10.8523	3.19241	12.9101	5.50046	12.3107	0.00667404	121.724	1.86098	6.16016	2.68818	0.279027	0.631166	0.634504	19.6512	4.1561	0.768611	0.485159	4.64868	6.06125	33.2629	0.419344	19.3378	34.8456	8.89206	1822.9
14	5231.91	20.6837	3.84015	12.129	2.74449	6.39533	0.00648489	67.0533	4.90165	11.5629	2.99352	0.665752	0.674854	0.726478	18.6133	4.93454	0.114764	0.0704877	7.10632	7.95361	36.8333	0.406394	53.869	4.06053	22.2821	5231.91
15	21.9936	20.9058	2.59584	12.2121	3.63389	8.97144	0.00855587	102.298	6.80268	5.56547	1.30184	0.550164	0.839213	0.637445	21.7158	5.11241	0.33479	0.351078	8.19437	3.07664	32.5112	0.594127	23.2991	8.42863	14.6718	21.9936
16	199.034	11.1125	1.59605	17.2866	3.54396	10.4551	0.008232	142.413	4.33479	6.99983	1.82853	0.64503	0.606988	0.370678	22.6582	6.49579	0.821924	0.164203	3.87409	3.14631	27.1079	0.530389	51.3899	5.64876	11.9305	199.034
17	319.698	14.5307	2.94584	14.0021	3.4054	9.29384	0.0132728	91.0624	7.18425	8.69076	2.18199	0.376196	0.66131	0.160615	22.1341	4.059	0.300639	0.13821	8.67471	1.90862	66.2373	0.343982	31.8887	8.53186	11.6288	319.698
18	2680.35	7.15547	3.52026	10.1222	4.51742	9.70804	0.0144845	61.8624	9.96613	8.66179	1.57359	0.689458	0.692065	0.204259	16.77	6.30079	0.387431	0.505989	7.26695	2.34447	53.9149	0.52983	66.7483	9.35999	15.2179	2680.35
19	3514	13.3615	2.70694	8.09421	4.77497	10.651	0.0032202	100.288	4.03119	6.3093	1.60807	0.412356	0.724787	0.373602	18.7527	5.05932	0.467814	0.121869	3.24302	5.3656	22.6599	0.587535	64.1238	31.4482	12.1522	3514
20	260.348	11.2474	3.28724	16.023	4.79145	13.7587	0.0102251	88.9044	11.8794	8.15624	2.86818	0.279916	0.621656	0.656334	18.2836	5.26024	0.76874	0.585028	6.14735	10.7148	34.2134	0.397097	28.4778	12.6252	25.1193	260.348
21	2127.57	11.9497	1.66177	18.4678	3.34229	8.16992	0.00412457	96.9583	9.42755	5.75669	2.53284	0.377823	0.662441	0.365826	19.5716	4.24684	0.507367	0.282099	2.52003	2.91261	25.8622	0.478045	22.0464	32.4893	39.5467	2127.57
22	33.8093	20.4878	2.02115	18.0606	3.01286	7.91822	0.01079	145.298	8.67315	10.1753	2.12626	0.520007	0.779138	0.654084	19.2126	3.7855	0.523182	0.123017	10.6115	5.80086	34.2651	0.369104	35.4923	36.3742	16.2008	33.8093
23	238.069	13.9729	3.33151	19.961	4.45029	8.61041	0.0257675	60.8012	3.6342	7.18018	1.13383	0.660267	0.668721	0.37257	19.9487	4.04377	0.791247	0.305778	7.16915	10.0556	26.9458	0.61523	14.2042	5.57426	13.9606	238.069
24	100.006	12.233	2.97593	10.8968	4.2435	13.7254	0.0142736	80.3323	2.2653	8.38617	2.83805	0.655409	0.736873	0.289167	20.3771	4.59977	0.540516	0.335865	5.00404	5.36856	33.041	0.580151	42.9265	5.69384	12.5114	100.006
25	3267.35	16.7619	2.4933	12.0107	2.87835	25.7953	0.0138128	113.772	3.16386	6.17711	2.24288	0.531463	0.75145	0.557543	21.3195	3.11659	0.863268	0.352121	12.2798	9.00168	56.4581	0.504021	42.9467	18.923	18.7721	3267.35
26	32	19.8473	3.7704	17.441	3.4444	10.4513	0.00832862	102.972	9.14049	6.33565	2.20515	0.754478	0.852898	0.637777	19.7151	5.44676	0.278652	0.154052	6.33309	11.4362	42.5116	0.512143	16.1756	19.3161	22.5524	32
27	5515.31	18.5512	3.67588	10.8917	4.57252	9.15367	0.0121282	61.5705	9.16975	5.93755	2.95764	0.481144	0.693902	0.680272	21.8147	6.75625	0.444897	0.3119	3.45849	13.7526	41.7842	0.645414	64.5664	18.7956	11.8174	5515.31
28	5546.11	10.9052	1.98042	15.6183	5.03758	6.50521	0.0160747	117.189	6.83433	3.95516	2.72039	0.710592	0.748303	0.229736	20.5575	3.67699	0.552705	0.161039	4.17126	6.8212	34.9237	0.549649	53.7574	32.9128	18.6675	5546.11
29	1882.42	8.81873	2.65321	11.1655	5.59494	11.2093	0.00465203	122.657	3.47629	8.58763	2.47558	0.576888	0.696252	0.00655256	20.9859	4.77508	0.329059	0.149333	13.4194	3.93448	31.5373	0.422978	37.2987	39.0023	22.3506	1882.42
30	1255.55	12.0717	3.49918	17.9636	5.70721	11.6669	0.0132438	107.467	9.16465	7.7122	1.57341	0.313577	0.725821	0.588461	18.962	4.91672	0.633015	0.379796	8.07572	7.5941	38.8525	0.555835	44.8725	14.6309	34.192	1255.55
31	157.141	14.4433	2.62844	15.4972	4.56401	7.07346	0.0148687	110.824	4.30598	3.9245	2.23099	0.579209	0.815781	0.525041	20.3225	3.66192	0.851245	0.436925	6.20655	1.53224	32.4428	0.423077	59.8397	37.7987	30.9265	157.141
32	328.472	11.2435	3.51552	18.3457	4.38112	12.4816	0.00218153	117.159	10.9467	5.02105	2.23523	0.258612	0.650504	0.0896617	18.3411	4.12239	0.938115	0.323774	4.0799	7.49527	54.4687	0.302491	28.6798	17.5414	10.5226	328.472
33	3354.1	14.6821	3.23668	16.6951	4.93108	15.4539	0.0188829	96.2143	6.64257	3.97738	2.42972	0.291886	0.785168	0.530529	19.0414	5.0199	0.905028	0.202261	8.0224	8.48435	45.3116	0.511697	55.9272	4.11179	10.9656	3354.1
34	836.008	15.9113	4.02477	14.9757	3.05634	10.2669	0.0125297	107.501	9.05964	4.91969	1.91412	0.50732	0.772229	0.719348	20.7507	5.15536	0.603355	0.547983	2.02906	6.0238	30.0766	0.465781	48.4499	13.5485	33.6891	836.008
35	1645.1	20.4255	3.32465	8.33446	3.82249	10.0497	0.00726321	84.0328	10.2318	8.1573	2.63314	0.369567	0.711221	0.395539	16.9847	4.68982	0.135398	0.410635	2.78531	1.42816	27.1664	0.613261	39.5095	32.0646	37.2679	1645.1
36	137.251	8.69751	3.48671	15.4266	3.21919	15.1226	0.0149777	80.1112	7.59749	6.1545	1.81493	0.5338	0.649063	0.16653	20.7392	6.14418	0.057359	0.560717	12.0371	2.58903	39.9775	0.443511	56.4615	27.7101	21.291	137.251
37	2119.43	7.65503	3.9334	10.558	3.15773	6.95502	0.00965341	111.18	8.35967	6.90221	2.33092	0.609778	0.653889	0.340211	18.1078	5.65968	0.340017	0.137247	4.77131	6.20455	41.5676	0.278335	54.7316	33.3142	8.18194	2119.43
38	2547.21	17.4234	2.52785	13.4126	3.2407	13.9644	0.0115187	72.3709	7.66632	6.37231	2.18159	0.704321	0.698849	0.11769	17.3289	3.34494	0.677359	0.712871	4.82312	2.7536	34.5672	0.48421	58.0091	26.5291	24.1644	2547.21
39	2259.56	16.9525	3.29278	14.2267	3.48643	9.98423	0.00522283	69.7569	6.91043	5.92114	2.03757	0.394737	0.760016	0.413654	19.391	5.65437	0.470645	0.285546	13.0946	9.50116	24.8229	0.497886	47.7328	19.8182	35.7166	2259.56
40	1169.44	17.2963	2.35862	13.1019	5.30124	9.96223	0.0422031	62.4889	12.3313	3.12851	1.443	0.497609	0.748808	0.401	17.589	4.01493	0.67452	0.157784	11.6874	5.12425	32.9306	0.341744	19.7986	12.3549	26.0147	1169.44
41	2206.47	9.59331	2.79153	15.1371	3.69968	20.7611	0.0157409	107.03	7.89672	6.52304	1.91147	0.290927	0.732534	0.46363	21.8927	5.24233	0.496451	0.219545	2.68351	4.31409	47.5524	0.455764	53.9351	4.81162	16.5952	2206.47
42	4467.54	16.7093	1.8602	13.2895	3.68051	11.9561	0.00561763	121.744	3.39125	4.98747	2.77395	0.668408	0.677592	0.596067	18.6775	5.33591	0.502615	0.2609	6.93754	3.03091	30.0721	0.533329	46.6446	5.19067	36.55	4467.54
43	652.654	9.96638	2.4526	10.6448	5.062	14.1563	0.00824421	118.703	7.9359	6.49923	1.48788	0.603154	0.720938	0.145115	22.7884	3.77428	0.314203	0.502957	5.45052	5.65903	42.804	0.34323	52.7727	4.71292	10.3454	652.654
44	119.231	17.238	3.63276	17.5857	5.78559	8.61617	0.016297	130.052	5.48968	6.25346	1.44438	0.464785	0.77034	0.307202	16.6876	5.27134	0.417693	0.353227	7.825	6.38014	39.0921	0.289973	15.2468	8.13042	16.5299	119.231
45	307.455	16.9327	3.99169	10.853	5.49873	6.96968	0.0089531	84.9999	3.47263	6.29099	2.44212	0.469102	0.755246	0.463317	17.3896	3.3672	0.48635	0.107976	8.41134	2.64811	23.432	0.467281	16.6725	6.14241	28.5992	307.455
46	9058.45	11.7686	1.82815	11.2042	3.53744	6.50227	0.0298045	128.025	3.3819	7.6861	2.08835	0.51719	0.813716	0.483426	18.716	4.33784	0.500178	0.445691	7.36031	13.203	28.966	0.280633	27.5613	4.96879	8.83623	9058.45
47	2243.94	18.096	1.80451	16.582	2.63829	13.5578	0.00796667	93.213	10.8935	10.1529	2.37815	0.523174	0.785579	0.203558	20.2184	5.57646	0.54013	0.551586	3.43761	10.0298	41.9361	0.443224	14.5199	11.3333	26.5892	2243.94
48	614.941	18.5349	2.88174	11.8998	2.28666	6.45033	0.0110853	96.97	10.9964	11.3197	1.52778	0.577116	0.853314	0.620746	21.2913	4.97696	0.558386	0.194935	11.9906	7.24645	39.1224	0.616557	63.7693	18.7556	24.1809	614.941
49	121.101	20.6679	3.38832	10.9306	4.16632	10.9223	0.00567426	82.6273	6.38639	4.81525	2.78867	0.463752	0.755225	0.759844	19.3405	4.23036	0.579492	0.178578	5.70592	5.43135	54.8793	0.569545	20.3688	14.6618	12.8408	121.101
50	170.94	19.6101	1.82796	10.6825	3.80444	5.8577	0.0152354	105.991	6.76729	2.88059	2.66092	0.55719	0.751237	0.331997	18.4689	4.93089	0.904061	0.341254	7.10851	4.32292	29.6713	0.500606	43.5213	8.9957	22.6159	170.94
51	145.683	16.8791	2.09955	16.6355	2.04978	12.4642	0.00957401	111.342	10.2056	9.57063	1.52318	0.52968	0.809765	0.419391	19.1274	4.70308	0.472441	0.259291	3.61925	4.74842	59.4875	0.591356	41.2101	5.92903	25.039	145.683
52	412.152	7.36105	2.49189	10.4573	2.26206	9.64422	0.0243774	101.846	10.5491	6.58804	1.6332	0.528586	0.668369	0.197139	17.3524	5.48436	0.424948	0.0776579	12.4868	6.6137	40.6219	0.526925	43.5168	20.7902	16.1334	412.152
53	29.7562	16.4689	2.55589	16.2912	5.11742	17.8605	0.0162094	66.2362	4.66457	8.27344	1.1908	0.426367	0.809842	0.697658	21.2856	5.44518	0.278336	0.0714745	6.24692	8.83613	47.7279	0.423287	28.3871	35.4404	21.3267	29.7562
54	949.895	9.92501	2.23373	8.78351	2.04586	7.81826	0.0122245	76.9624	6.06727	4.16924	2.43269	0.472676	0.930836	0.357918	20.2679	5.12591	0.586302	0.588725	5.03614	10.0199	21.7808	0.633073	58.5322	5.43469	12.0559	949.895
55	1796.8	14.728	2.41667	9.34535	3.97617	12.6072	0.0202176	130.498	8.54716	8.79145	2.07182	0.622469	0.660631	0.36999	18.166	4.2977	0.651299	0.154963	4.78404	6.29997	51.1618	0.444868	30.6141	14.2842	30.833	1796.8
56	4260.25	20.4725	3.57483	15.157	3.16932	6.89366	0.0143333	134.62	9.55379	8.69226	2.87642	0.506181	0.782262	0.730929	22.0553	6.19742	0.807035	0.129213	6.92768	1.07607	29.1549	0.462008	13.6794	37.801	12.6422	4260.25
57	752.793	12.5258	4.41844	10.7033	3.72361	10.9754	0.00686649	65.6964	9.25582	4.53747	2.33833	0.388274	0.672873	0.520561	19.1117	5.98247	0.612195	0.778521	6.09924	2.67492	23.3326	0.5989	26.7767	39.811	15.7685	752.793
58	1559.16	10.5738	2.61509	8.76899	3.8077	9.65808	0.0083392	117.803	3.25409	6.2247	2.91672	0.391707	0.682951	0.692818	18.9458	5.79458	0.292382	0.444973	6.17032	7.74131	25.8494	0.392445	45.0477	5.43954	27.472	1559.16
59	1489.42	7.24649	3.60138	15.7186	4.56064	17.2758	0.00431456	145.788	4.1118	9.52731	1.70847	0.398068	0.750037	0.224763	16.7239	5.56412	0.409356	0.0963425	4.64359	9.9348	21.2885	0.480503	60.1063	4.77095	17.796	1489.42
60	236.979	14.9059	2.74148	8.68966	2.9847	9.38463	0.0289346	106.451	6.60309	8.62533	1.15761	0.364057	0.918026	0.243478	19.7005	5.28084	0.454483	0.0855055	5.66879	2.35552	44.1858	0.475828	21.1122	4.60651	16.9795	236.979
61	3809.88	18.4632	3.64236	18.6781	4.94061	5.32439	0.00272771	86.2707	10.8878	9.70658	1.361	0.54141	0.720632	0.640279	17.9805	3.3795	0.395458	0.0988235	1.91245	7.74648	42.9534	0.49789	46.5847	30.5484	14.8617	3809.88
62	110.625	9.19667	3.62354	9.17808	4.19746	7.38864	0.0044955	80.7639	6.86421	4.03738	1.28342	0.570939	0.644064	0.225261	17.4549	3.39826	0.733741	0.459735	5.16614	10.1065	33.7699	0.44356	65.3451	8.30076	28.7926	110.625
63	2330.86	7.6184	3.77225	17.5456	2.44009	19.7002	0.0150146	90.4944	1.54595	3.82876	2.96538	0.512223	0.830546	0.409252	20.5954	3.92455	0.307807	0.129203	10.0173	6.93025	35.0977	0.267669	27.5607	9.07938	11.5148	2330.86
64	235.277	8.80735	3.56883	9.58104	5.51747	6.28721	0.0106678	90.5395	12.3507	3.36181	2.09539	0.477113	0.905526	0.0843107	20.0542	4.8768	0.798892	0.343423	3.83338	5.35192	39.2922	0.279024	52.1538	9.69446	23.9206	235.277
65	1057.37	20.3288	1.83642	10.959	3.39742	6.92903	0.0107464	95.2317	6.09149	5.18328	2.6739	0.648941	0.655555	0.67086	17.0056	3.91368	0.634404	0.0740424	2.06622	8.49827	50.5037	0.540146	23.6815	7.87598	14.5918	1057.37
66	120.634	17.9014	2.03109	19.9474	4.30405	11.932	0.00897832	95.2529	11.1048	8.44224	1.70791	0.789669	0.745949	0.462266	17.7304	4.38259	0.790926	0.0808969	4.64886	3.99202	55.1858	0.255448	62.2251	14.5703	20.1811	120.634
67	156.368	15.5591	3.63378	7.46303	3.06569	13.2181	0.00784491	91.7097	6.06426	10.9893	2.47185	0.309459	0.663564	0.122199	22.2447	5.78089	0.909231	0.211306	4.76077	8.82569	49.1972	0.355413	22.4968	4.07684	33.1041	156.368
68	652.41	17.9097	2.57384	9.92895	4.04363	8.39062	0.00745559	70.1424	3.55224	9.84047	1.47284	0.491304	0.860152	0.296241	17.6698	6.77389	0.374733	0.0608576	5.19575	6.35079	42.1213	0.348334	43.2315	24.9611	39.3185	652.41
69	575.344	12.8965	3.26215	12.2448	4.22122	11.8139	0.00778575	82.73	4.03493	5.24397	1.93536	0.61215	0.747063	0.38574	20.6455	6.4523	0.589703	0.140702	10.6862	5.03543	47.7549	0.614115	56.1835	22.6862	16.9858	575.344
70	2771.09	15.915	2.92372	12.1667	3.39203	15.7413	0.0126134	97.3981	9.89803	3.02019	2.10035	0.285343	0.638866	0.328779	20.3857	5.57254	0.356269	0.330357	7.49425	10.9939	23.1972	0.348501	21.0557	14.5448	29.9853	2771.09
71	7742.42	14.6878	3.09039	13.5804	5.23377	6.15724	0.0130182	90.1134	8.80918	9.1119	2.61641	0.654822	0.729458	0.662856	16.9418	6.56202	0.134297	0.388393	6.97243	8.14417	22.1187	0.391805	66.5123	7.03612	13.0851	7742.42
72	3599.93	17.6212	2.08416	16.8785	3.68835	7.12	0.00538908	119.805	9.27322	5.42365	2.46862	0.267003	0.745817	0.174889	19.3603	5.6002	0.832064	0.329199	9.46133	7.43909	36.285	0.492172	37.7551	17.3773	19.2872	3599.93
73	35.5552	19.2038	4.12274	7.80824	3.65978	15.3346	0.0196868	91.3904	5.38803	5.98613	2.40673	0.463845	0.67466	0.358166	16.986	3.87987	0.777067	0.103964	7.22344	5.30286	51.9804	0.625144	30.3178	9.22617	12.8702	35.5552
74	153.357	11.8613	2.1157	19.2548	3.94074	10.1141	0.0197269	102.454	10.0467	7.39652	2.24347	0.606619	0.761177	0.256008	23.3783	5.48542	0.580614	0.322493	3.27702	1.66895	63.7937	0.392141	31.4361	8.33911	16.0568	153.357
75	3622.92	10.6741	3.84687	12.4643	4.69537	6.93163	0.020405	122.988	9.43409	8.46181	1.69857	0.69503	0.790424	0.424127	21.1305	5.29935	0.287701	0.30191	4.70959	6.35289	53.9134	0.322806	23.4267	19.7413	20.0173	3622.92
76	8134.62	14.1608	2.99082	13.5155	4.27142	7.55032	0.0148237	102.38	3.51232	10.9083	2.15213	0.468081	0.739578	0.404556	18.078	6.77478	0.839989	0.138539	4.54724	6.14066	52.7477	0.537569	48.0375	9.29924	32.4768	8134.62
77	5729.12	8.92174	3.27346	10.1114	3.31146	13.1289	0.00879518	111.621	6.79514	11.8723	1.29255	0.560491	0.807303	0.707382	19.45	6.279	0.726207	0.258566	7.21096	4.2477	52.104	0.608469	42.6442	37.2715	13.016	5729.12
78	1724.01	19.8734	3.58641	10.7928	5.50035	20.0134	0.0276024	75.1391	9.78866	3.76008	1.72761	0.628216	0.889964	0.413538	18.2735	4.69205	0.748264	0.171333	4.36392	6.31975	24.8704	0.493837	40.8403	4.02346	23.8761	1724.01
79	3506.41	12.4055	2.84893	9.8527	4.01227	12.2034	0.0101462	86.6783	10.7	4.9852	1.00002	0.214031	0.615913	0.481302	17.3213	4.79641	0.689192	0.198807	2.83928	3.62614	49.3331	0.469461	38.5638	10.8067	16.8031	3506.41
80	3591.48	16.9944	3.62245	9.07016	4.14011	9.7112	0.00771041	131.191	7.7815	8.44993	2.10478	0.437081	0.71855	0.709235	17.1126	5.95294	0.455534	0.394732	3.79608	8.07737	25.2467	0.643834	35.0137	6.53731	20.5741	3591.48
81	1251.24	8.34032	2.58407	11.7946	5.74382	8.14597	0.00643028	144.199	12.7238	7.71924	1.15925	0.570594	0.762826	0.396984	17.065	4.05161	0.757169	0.157656	13.2325	7.12775	52.0925	0.297532	51.9726	20.0108	18.5542	1251.24
82	1204.57	7.26156	1.9913	7.05235	3.22228	6.31083	0.00616658	63.1338	7.66066	8.79949	2.35563	0.399816	0.745738	0.325189	20.1197	3.69237	0.262221	0.187513	5.93376	7.08202	48.8652	0.606971	42.1255	6.17282	30.7951	1204.57
83	2329.14	11.2885	2.75267	16.2908	2.39563	13.5901	0.00863385	60.887	10.0644	6.18864	2.8471	0.476553	0.682541	0.689808	20.1211	6.51721	0.317581	0.317867	10.8611	9.77343	24.6741	0.626926	28.8803	18.3143	33.7481	2329.14
84	7506.25	8.53518	2.69942	7.11762	2.52192	9.54441	0.0167318	95.4692	12.7211	4.00057	1.41322	0.50283	0.68503	0.393502	19.9819	3.41031	0.243188	0.277536	12.0407	5.29435	57.5972	0.355866	46.1677	10.8577	31.7173	7506.25
85	1250.17	7.65833	3.28021	15.245	4.9029	15.0473	0.00381043	118.709	3.88865	5.26859	1.30703	0.292025	0.81022	0.135085	18.3523	2.85199	0.673302	0.23957	6.12345	6.3697	26.7747	0.223125	53.2255	4.97651	14.9159	1250.17
86	258.199	11.1523	3.18	11.2044	3.88536	7.30086	0.00933204	128.645	8.08164	4.91759	2.29627	0.674222	0.633017	0.70042	19.2715	5.76259	0.181581	0.191839	5.79622	10.2961	39.2836	0.383805	17.9834	27.2799	14.7884	258.199
87	600.876	19.1403	2.55101	19.158	4.19876	8.08168	0.0505179	83.9178	6.67393	11.8053	2.9089	0.56763	0.686583	0.173151	18.6936	4.62689	0.49547	0.626646	4.23257	2.04633	31.7413	0.597368	57.5309	9.37704	24.1316	600.876
88	7460.25	12.701	3.22386	9.88007	3.48063	5.97807	0.0107714	93.3513	7.08506	9.71164	1.3213	0.695672	0.630354	0.792545	18.6654	5.14352	0.696948	0.4191	10.0691	8.57226	25.6885	0.434302	23.4798	7.2684	14.6699	7460.25
89	72.9011	16.1195	2.08579	12.3763	4.65603	12.816	0.00631242	63.088	4.58145	5.92366	1.05869	0.420557	0.75489	0.252777	17.7717	5.14171	0.777549	0.223515	2.03837	4.30951	53.5355	0.49	50.4634	4.27427	8.96307	72.9011
90	2424.56	7.31798	1.798	12.2548	4.84607	13.9366	0.0142294	60.6097	4.64511	9.68081	2.29974	0.400584	0.789424	0.227432	21.9809	6.24692	0.710526	0.109094	7.99612	5.50267	22.0378	0.301842	16.6575	8.7582	13.8937	2424.56
91	242.402	10.3471	3.41509	12.5332	3.41011	8.23259	0.0167906	99.8163	7.49252	11.5624	1.96322	0.382754	0.850591	0.721055	22.7994	5.6188	0.436149	0.0766984	7.32702	6.02628	37.1927	0.614687	19.1496	4.95049	9.81878	242.402
92	528.084	10.8226	2.7757	16.3694	4.43224	13.1858	0.0227625	83.5612	6.39132	9.36494	1.95956	0.487755	0.746957	0.590529	20.8169	5.58777	0.177268	0.355377	5.61992	10.0712	56.1089	0.261561	64.2989	12.1136	26.3293	528.084
93	1950.87	19.9956	3.77918	9.38223	3.96536	13.5287	0.0129159	92.7428	8.56889	5.82175	2.15084	0.598784	0.674091	0.480112	20.647	4.59656	0.732089	0.128799	3.8519	10.4216	46.8983	0.468409	29.6886	22.258	14.6609	1950.87
94	139.401	7.64257	1.74272	16.9831	3.71831	8.49897	0.0205193	127.213	6.33103	6.4446	1.48676	0.361378	0.630918	0.148897	18.9514	4.36356	0.5073	0.227942	5.60464	9.12671	41.189	0.27261	25.1154	14.4187	11.9222	139.401
95	11.4283	9.70716	2.31165	13.0008	4.48634	7.73587	0.00732752	74.4367	7.80755	7.2734	2.62617	0.666096	0.783604	0.710665	21.4116	2.90452	0.145765	0.212448	6.92066	5.89188	45.4531	0.464055	47.5396	15.9917	8.71457	11.4283
96	114.59	11.2434	3.23511	12.4116	4.55877	5.70201	0.0137496	92.1991	5.43693	2.75326	1.11286	0.542912	0.85431	0.673639	19.6287	4.76437	0.108213	0.35938	13.6634	9.86282	43.5274	0.354167	32.2267	17.3446	30.1023	114.59
97	9405.09	10.1939	3.50652	15.3309	3.5063	7.96573	0.016561	113.143	8.10054	4.35034	2.30244	0.697579	0.772527	0.706858	22.8743	3.83209	0.526028	0.365273	4.61454	5.02476	33.562	0.544635	28.8249	8.63862	8.02955	9405.09
98	5979.23	12.1139	3.29164	16.0223	3.74164	5.03744	0.013877	99.9381	10.0499	10.0489	2.80445	0.308642	0.730039	0.647194	17.0822	4.52858	0.751686	0.498151	2.58869	5.93311	33.0898	0.5832	39.5361	13.6717	36.5399	5979.23
99	346.817	14.6593	2.57637	9.16017	4.31897	11.0078	0.0203778	73.8681	10.067	8.24294	1.86092	0.313881	0.625561	0.322374	18.3726	4.45226	0.419935	0.499442	4.65028	3.61123	31.1235	0.486479	33.5902	17.7966	21.1691	346.817
100	1484.66	12.6208	3.60568	15.4059	4.54584	5.48747	0.0118017	97.8379	9.96089	3.43273	1.67076	0.612072	0.668955	0.411093	20.4011	3.7118	0.317395	0.279006	5.90419	10.9007	31.1347	0.241613	43.4383	14.6922	15.8288	1484.66
101	86.5036	7.10811	2.6439	10.7089	3.81683	22.1981	0.012762	93.7432	11.9091	7.74942	2.92564	0.388969	0.730565	0.127923	21.4945	3.65472	0.468705	0.31139	3.70224	13.5295	37.4776	0.594266	42.679	15.2806	8.3032	86.5036
102	176.482	13.3286	2.84634	8.34975	4.14458	5.05426	0.00498474	128.975	3.97417	4.60348	1.95743	0.585509	0.850455	0.559514	16.399	3.67907	0.657448	0.284614	10.5467	1.67511	42.3027	0.463738	24.6438	4.6458	16.9709	176.482
