Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
12	585.436	13.1377	3.64609	7.94746	4.39219	7.87067	0.00865893	62.6098	4.87768	9.15598	2.88018	0.26785	0.409697	0.623511	0.240831	19.451	4.72749	0.222733	0.502005	5.01587	8.88552	26.4759	0.5396	54.0792	38.1962	2.83286	585.436
13	41.4858	9.51537	2.59584	12.2121	3.63389	8.97144	0.00855587	63.9229	26.7391	6.85214	2.59678	0.457779	0.692052	0.737666	0.536011	17.5364	2.886	0.339516	0.120569	2.46472	1.99462	28.3682	0.25779	68.4108	34.3036	0.130933	41.4858
14	7199.9	12.2845	2.54429	11.5966	2.38794	20.3073	0.00540212	112.167	20.9992	11.6378	1.443	0.460714	0.173674	0.709655	0.592461	16.3025	3.1899	0.111193	0.183109	4.5392	4.96604	36.7225	0.33759	61.3339	0.152657	4.76014	7199.9
15	659.758	10.7497	3.21861	13.3071	4.56359	15.4057	0.0120646	91.297	15.5834	3.38612	1.62506	0.0841518	0.300639	0.730946	0.907605	15.8382	3.48534	0.199771	0.336387	2.78893	4.69721	40.7999	0.221307	55.7462	0.285996	6.05889	659.758
16	9743.4	9.59255	3.33207	17.7365	3.92065	6.57501	0.00407129	137.551	18.0776	7.68898	2.52788	0.35198	0.609555	0.819546	0.101331	14.7278	4.46886	0.337463	0.210587	3.54601	11.9781	37.5829	0.264183	58.3295	0.16509	0.539363	9743.4
17	102.423	10.5775	4.12683	11.1367	3.58086	11.9363	0.00487475	138.628	30.1228	3.66994	1.87063	0.339704	0.751829	0.661638	0.268318	17.9348	5.05039	0.310043	0.212129	6.82503	9.14365	26.4173	0.411465	60.7443	21.3524	0.268613	102.423
18	236.197	12.5882	3.35658	12.2738	5.00119	16.4433	0.00878192	136.531	9.55235	7.22894	1.81082	0.294549	0.45854	0.643398	0.0285932	18.8185	3.36885	0.300311	0.17696	12.2655	5.25219	30.2344	0.645391	52.4064	1.33901	0.116145	236.197
19	421.127	17.9582	4.17068	13.2907	2.52608	5.98739	0.00732592	97.8226	20.6308	3.6198	1.63654	0.112955	0.590049	0.801212	0.667463	21.0533	4.06143	0.367731	0.432682	1.42539	5.57898	41.5358	0.500102	56.6941	0.201495	0.547432	421.127
20	176.75	20.0692	1.99505	15.7661	5.3922	12.0031	0.00774323	102.759	5.29295	7.18018	1.13383	0.211893	0.791247	0.818836	0.73621	19.2417	4.00148	0.101583	0.189394	3.68591	3.50006	37.0654	0.592046	52.7674	2.09966	23.9289	176.75
21	379.628	15.4521	3.08993	11.3887	2.42177	12.0605	0.0410743	170.283	31.8787	8.1062	2.3391	0.300884	0.540516	0.742595	0.292261	16.6334	3.97235	0.672739	0.357049	4.87684	7.07007	49.1214	0.908279	54.9713	0.26266	23.1008	379.628
22	75.5692	17.7882	1.9026	11.6285	4.38228	25.795	0.0111521	168.849	6.99501	2.9265	2.76875	0.383967	0.863268	0.75145	0.601796	18.8511	5.13222	0.349422	0.321489	7.08377	2.48372	39.2542	0.894083	55.3117	6.40384	0.101932	75.5692
23	2362.38	14.8937	2.46664	13.5444	3.73615	11.9163	0.0163977	132.309	17.8997	10.8172	2.0091	0.146669	0.278652	0.852898	0.373478	18.2481	4.51676	0.131098	0.287365	6.46331	7.73399	45.0431	0.474052	59.7553	0.210327	3.87567	2362.38
24	605.208	9.87594	2.62376	12.5286	3.93902	13.9741	0.0191282	127.84	32.9808	7.95746	2.93114	0.394133	0.735006	0.774399	0.126232	14.837	3.29973	0.1304	0.106758	13.1196	6.73711	27.1771	0.473086	60.3946	0.593518	6.55901	605.208
25	3041.12	9.1051	2.17099	17.9689	3.36548	7.38725	0.00974457	160.928	22.6939	7.16359	2.1689	0.13563	0.492276	0.785516	0.144128	18.8111	2.89644	0.221053	0.360784	10.8092	9.20029	44.5467	0.403206	50.9175	38.0783	20.1707	3041.12
26	809.111	11.5316	3.98879	11.6878	4.09883	13.6543	0.0185786	139.564	20.8789	8.14071	2.62774	0.0835377	0.744668	0.740531	0.329951	17.6897	3.51393	0.250339	0.105253	8.07572	7.5941	26.0329	0.610678	59.2568	0.161497	2.84447	809.111
27	15.6124	12.9963	3.22349	13.7358	3.65185	12.2447	0.0147838	157.815	9.04508	4.30598	2.23099	0.14928	0.348151	0.670945	0.680898	18.3921	5.43047	0.505062	0.244001	5.33148	12.6477	31.9017	0.886337	49.5928	9.4236	6.2792	15.6124
28	2405.02	8.72047	3.32643	17.5265	5.31558	22.6646	0.00633032	134.114	4.10286	5.51512	1.25801	0.197729	0.938115	0.737306	0.221862	17.346	1.93389	0.29858	0.120131	9.5981	10.0766	37.9873	0.516335	63.1049	0.244863	0.180237	2405.02
29	5136.24	12.475	3.47644	17.6554	5.07352	14.504	0.011544	92.5685	6.89445	3.87829	2.42972	0.391595	0.905028	0.719668	0.47431	18.346	4.15095	0.214636	0.433149	11.1925	9.20545	27.8109	0.55824	58.2204	2.55423	4.82383	5136.24
30	4859.01	11.5657	2.35912	13.183	4.72229	14.8663	0.0138022	157.257	35.7347	3.90776	1.72405	0.288488	0.38023	0.678332	0.364058	17.04	4.23469	0.616166	0.252129	5.08425	6.09847	45.7768	0.613737	52.1501	13.328	0.173586	4859.01
31	1294.83	11.4909	2.67617	13.8142	4.71593	13.3674	0.00583155	67.2851	28.8162	4.36078	1.01252	0.115378	0.135398	0.66331	0.617142	16.9736	3.18169	0.479276	0.198935	8.03622	5.75782	37.7024	0.305571	53.2918	9.02487	1.20209	1294.83
32	65.8378	16.9084	2.53065	12.1011	4.55539	6.11433	0.0224287	134.303	27.1437	11.1553	2.81905	0.482318	0.451795	0.69788	0.206717	19.1608	3.5236	0.261651	0.36574	5.08498	1.10046	31.7276	0.425121	61.6725	0.944068	5.09232	65.8378
33	1515.71	15.8288	1.94829	10.2352	3.82597	12.4419	0.00189985	149.469	1.99123	8.58634	2.16071	0.186764	0.285698	0.786194	0.652164	15.6683	3.95948	0.294913	0.0630146	3.92849	4.59185	39.8716	0.516317	59.3093	0.385801	1.03683	1515.71
34	3744.73	13.1902	2.91149	16.8141	4.5463	14.6422	0.0127812	156.613	28.0499	7.73602	1.19712	0.284154	0.820967	0.648643	0.551438	16.88	3.84503	0.0851893	0.459237	13.0946	9.50116	31.628	0.165275	56.8577	6.43342	26.2386	3744.73
35	1795.15	8.7834	3.69569	13.3399	3.30592	12.3034	0.0202003	159.284	20.8693	4.24889	1.99389	0.141826	0.467499	0.87771	0.332067	17.6758	3.36312	0.369393	0.417408	8.88304	6.35673	28.9737	0.28858	58.8543	32.7622	0.16098	1795.15
36	500.815	13.0668	3.34278	14.4945	3.84101	6.54516	0.0214547	116.241	34.5831	8.7163	2.53194	0.44455	0.808626	0.682509	0.82369	18.0305	4.56416	0.251596	0.200339	9.50039	3.93234	45.6067	0.338896	52.0341	20.3221	1.27985	500.815
37	6950.85	19.2997	1.94392	10.7378	4.64141	10.1324	0.013878	78.6333	19.193	10.5184	1.89619	0.0560414	0.0861092	0.8062	0.612878	16.7878	4.8445	0.228255	0.31035	4.89738	3.43623	41.4579	0.567663	59.5669	0.937427	16.615	6950.85
38	493.4	20.9605	3.38095	8.37432	4.5036	6.87639	0.0191778	114.732	33.84	9.11382	1.59048	0.142204	0.212107	0.833507	0.549866	17.938	4.38134	0.285332	0.159195	7.825	6.38014	39.6062	0.325528	47.7909	0.633247	1.49046	493.4
39	307.455	16.9327	3.99169	10.853	5.49873	6.96968	0.0089531	108.697	18.6666	6.29099	2.44212	0.538924	0.692795	0.89626	0.345352	17.3224	5.78739	0.268577	0.202406	2.64811	4.61265	35.3276	0.324947	59.527	1.46983	2.22018	307.455
40	265.15	11.7686	1.82815	11.2042	3.53744	6.50227	0.0298045	151.64	38.745	3.3819	2.08835	0.0391536	0.310991	0.69021	0.607354	15.8564	3.37946	0.206762	0.262868	13.203	5.87115	49.3408	0.314757	51.5767	0.175829	0.144789	265.15
41	2243.94	18.096	1.80451	16.582	2.63829	13.5578	0.00796667	159.134	35.7136	7.34762	2.37815	0.160018	0.186217	0.717626	0.0582663	18.8897	3.03228	0.444394	0.774188	5.62347	6.04687	35.9919	0.601871	59.2835	0.488677	1.66891	2243.94
42	82.9165	17.0782	3.01595	14.9279	3.17574	7.66049	0.00376598	131.011	3.86541	2.19872	1.68371	0.177106	0.558386	0.777647	0.419931	17.7699	4.7899	0.338149	0.580948	10.8033	5.25423	37.6786	0.584641	51.1234	0.164215	0.991115	82.9165
43	567.862	18.6984	2.75863	15.7613	5.13611	5.22209	0.0089561	138.46	18.5148	9.97528	1.52099	0.455086	0.209686	0.787909	0.37601	18.1747	6.38667	0.063302	0.0964277	10.1287	6.63357	23.9928	0.549432	64.1916	0.296364	3.07065	567.862
44	3253.63	15.7729	2.48257	14.1822	5.03417	8.16172	0.00968523	122.817	11.2651	6.37195	1.70395	0.157485	0.590259	0.772711	0.537841	17.107	4.62021	0.565115	0.52432	8.19852	2.16128	37.5193	0.736894	54.9966	1.3721	2.0458	3253.63
45	558.001	7.1084	4.30999	11.4823	5.52744	8.86395	0.0103716	101.224	7.67673	11.9976	1.91782	0.114008	0.527694	0.691066	0.715245	17.7844	5.05129	0.191103	0.121688	11.7838	5.31349	38.8326	0.595806	52.1924	29.0208	24.8156	558.001
46	315.577	16.7203	3.86927	17.1749	3.9181	12.1454	0.0123072	145.896	21.6354	2.42073	2.55754	0.45061	0.54983	0.655883	0.509451	13.9831	3.72589	0.24809	0.151878	13.001	11.3842	42.6217	0.413883	54.519	35.7168	0.574419	315.577
47	2166.41	11.8624	4.04814	14.6803	4.92628	17.2415	0.00762379	118.319	22.903	8.67039	1.63562	0.0560957	0.416723	0.639298	0.477257	16.5568	3.68583	0.342695	0.129985	5.18176	8.33195	40.5193	0.536416	56.7367	9.97138	0.305819	2166.41
48	177.428	10.6764	3.16452	18.1284	4.51744	7.51188	0.0200994	135.518	15.5007	5.23665	2.35414	0.12826	0.349871	0.751572	0.550718	16.4941	4.00325	0.590346	0.0830801	6.40733	4.33896	31.3183	0.520702	63.2934	0.165269	0.706762	177.428
49	1548.12	16.9262	4.42708	15.157	3.16932	6.89366	0.0143333	134.303	28.8972	7.09271	2.87642	0.366201	0.484381	0.818928	0.219976	17.4653	3.89814	0.267354	0.211418	6.3823	2.59483	35.1036	0.991606	64.1358	1.55287	5.84489	1548.12
50	1302.64	17.0309	2.47696	8.9494	4.75194	7.16896	0.0232537	96.1999	37.7462	7.60423	2.30822	0.125263	0.612195	0.67397	0.360505	15.146	3.41428	0.156614	0.429084	5.43426	3.89373	34.4904	0.532156	54.5729	1.33479	0.283487	1302.64
51	8448.31	20.061	2.47766	12.1476	4.87429	8.73437	0.0197407	112.066	32.6451	9.26661	1.01048	0.464206	0.603502	0.712117	0.859479	17.7459	3.50646	0.371981	0.36873	3.02019	3.59159	43.6893	0.609079	59.284	0.835114	5.17344	8448.31
52	309.27	8.42554	1.87285	17.0523	3.8489	13.6148	0.00504925	106.461	28.0719	4.79028	2.48756	0.0620999	0.419258	0.699002	0.201966	15.6974	3.82683	0.300524	0.723364	4.37002	3.80108	36.2018	0.650908	46.5879	4.13736	3.62616	309.27
53	5833.89	11.577	1.67438	16.5176	3.95885	21.4416	0.00478386	67.3574	29.1328	6.74904	2.44269	0.191922	0.353788	0.802368	0.534779	15.7018	4.15924	0.414969	0.0652496	2.63785	4.79402	31.7102	0.315353	44.5753	0.113494	0.1606	5833.89
54	1400.19	19.5529	3.38828	11.6384	4.90536	6.78627	0.0190213	89.812	10.2986	7.59238	1.47627	0.272871	0.584673	0.765703	0.358927	19.429	2.19171	0.116369	0.469477	2.37421	10.5102	36.3465	0.183817	44.9101	23.3238	20.1745	1400.19
55	87.6837	20.6044	2.94767	19.5273	3.76661	11.7426	0.0347656	77.7308	35.1215	10.2279	1.16379	0.133086	0.458592	0.625548	0.257807	15.3844	3.38011	0.501258	0.136248	7.51352	6.46621	54.4712	0.287034	57.1734	20.3825	9.21088	87.6837
56	1850.68	16.7155	3.99597	19.0022	6.09795	7.03109	0.00764559	106.585	26.5403	8.41888	1.76893	0.553737	0.248715	0.702423	0.43282	17.4581	3.69321	0.331105	0.164303	5.14404	12.0911	25.6013	0.475709	60.965	29.6096	0.487196	1850.68
57	954.936	7.60749	3.38154	14.3991	5.10086	11.702	0.00522477	95.3094	8.14056	3.65803	2.70937	0.33045	0.322719	0.759343	0.359721	19.3435	2.82233	0.455962	0.611184	11.8028	4.53198	42.8152	0.265395	52.5331	0.690376	8.93829	954.936
58	30.8781	7.34552	3.6578	19.1999	5.98165	19.3196	0.00572024	147.245	34.1705	3.67782	1.60926	0.29664	0.371531	0.606569	0.180303	16.6607	2.73181	0.608315	0.545626	4.32341	5.75307	50.2217	0.450785	58.2763	2.91211	1.78007	30.8781
59	101.11	7.5284	3.75662	14.8546	4.45307	7.79548	0.010307	81.7065	11.7331	3.55224	2.17923	0.15003	0.308866	0.610167	0.815874	14.1831	3.39323	0.442115	0.169655	6.35079	10.4181	49.7202	0.392839	56.3941	11.7265	37.5214	101.11
60	575.344	12.8965	3.26215	12.2448	4.22122	11.8139	0.00778575	64.7338	17.6073	4.03493	2.58698	0.277224	0.78322	0.846837	0.2098	20.1914	4.09739	0.253364	0.398444	9.51369	6.06842	50.643	0.406533	63.4473	36.7703	14.8843	575.344
61	1072.53	16.7267	2.77001	14.6748	4.2466	14.7947	0.00398706	126.021	5.97403	5.16598	2.43929	0.393742	0.356269	0.709843	0.563655	16.2875	3.15655	0.150828	0.552336	12.0289	8.29045	37.2319	0.760442	48.7725	2.05821	35.9533	1072.53
62	4009.22	17.0102	3.44909	16.8706	2.92217	11.2687	0.0169026	137.82	19.4265	10.6573	1.21174	0.109928	0.702716	0.631564	0.26429	18.952	3.23035	0.126927	0.119824	5.64003	3.91661	28.2711	0.718874	60.9056	8.14173	2.46257	4009.22
63	298.229	8.10861	1.99131	15.2908	2.85113	9.40874	0.0178656	153.847	26.5584	8.91828	2.39565	0.346818	0.216177	0.856762	0.159834	16.6965	1.28783	0.727795	0.519218	6.44347	6.17561	27.0964	0.503162	53.5114	0.216201	19.2212	298.229
64	62.9657	8.70246	3.19677	19.8379	3.006	10.2637	0.0103192	79.1447	37.7123	11.3769	1.60984	0.219629	0.387625	0.825095	0.393837	13.4621	3.99558	0.371424	0.505427	7.6716	10.6552	56.3661	0.639226	48.653	35.0952	0.12849	62.9657
65	4090.44	13.4419	2.25104	16.8023	4.02505	10.4426	0.0103759	152.162	26.1428	3.7151	1.7657	0.265914	0.154049	0.848901	0.0485405	18.9966	3.87208	0.469152	0.350448	13.7609	3.51764	44.2387	0.516676	60.1306	12.3459	1.01226	4090.44
66	4114.62	9.70493	3.11231	10.1412	3.86006	6.53185	0.0248855	146.951	6.14187	8.92259	2.28265	0.0874834	0.482279	0.877339	0.130149	19.1281	4.65382	0.297219	0.274253	5.8792	4.25649	56.2055	0.842353	65.9731	33.3246	13.9828	4114.62
67	62.0438	14.0221	2.23572	9.88817	3.81104	6.21472	0.0236526	168.095	26.1865	9.75657	1.44161	0.111065	0.395391	0.666867	0.391679	19.6037	3.7274	0.25951	0.117007	13.6401	4.72292	34.8161	0.696919	69.9126	1.15022	6.94772	62.0438
68	1103.66	14.5806	3.55764	13.0109	4.23654	14.2877	0.00941587	151.229	29.5833	11.3944	1.28358	0.478906	0.191321	0.696511	0.862015	16.8794	3.39307	0.474332	0.0882041	4.73378	4.77851	30.1394	0.521485	53.0249	2.0388	1.08345	1103.66
69	818.248	12.4055	3.32499	12.6726	3.37054	10.0499	0.0140552	67.4482	21.2932	6.66783	1.86577	0.258408	0.535578	0.724179	0.651191	17.9299	3.1517	0.263044	0.745598	3.11492	2.70921	45.3322	0.532539	54.9592	1.32781	1.58426	818.248
70	3591.48	16.9944	3.62245	9.07016	4.14011	9.7112	0.00771041	126.864	27.7663	6.05622	2.10478	0.554595	0.566127	0.793842	0.134375	18.8257	4.57228	0.462295	0.135574	8.07737	4.99237	45.7913	0.482028	56.8045	0.359022	3.36643	3591.48
71	557.335	11.7093	2.70418	11.7946	5.74382	8.14597	0.00643028	127.754	24.3564	8.05891	1.15925	0.195171	0.289458	0.747677	0.249029	18.5596	4.95395	0.411494	0.254563	3.12176	3.06912	29.2861	0.350596	51.8688	25.3418	5.08056	557.335
72	127.192	14.7401	2.50928	15.2869	3.43824	10.782	0.00670812	164.438	15.1908	6.21975	2.06932	0.380199	0.483517	0.670649	0.510292	16.6152	5.53012	0.524103	0.518822	11.8261	6.0437	24.3362	0.379115	43.5819	24.6599	0.240641	127.192
73	536.471	19.3083	2.80855	7.19078	3.82541	14.1868	0.0113785	127.299	2.76127	7.01399	2.52615	0.531768	0.450158	0.914404	0.733393	16.1948	4.77014	0.530169	0.209185	3.09702	2.51276	35.1776	0.675468	48.6541	15.6302	0.146153	536.471
74	3.76796	11.3624	3.0422	8.00095	4.01415	10.1493	0.00363645	113.172	16.8712	7.3742	2.28335	0.0508651	0.298872	0.621505	0.450212	17.3435	4.99141	0.242298	0.216392	13.0887	2.6673	44.7075	0.367579	52.616	0.250876	0.247411	3.76796
75	91.2276	10.5766	3.75972	7.00737	3.93852	12.3424	0.01118	164.432	18.2979	6.59161	1.65879	0.330532	0.591797	0.622412	0.384163	14.0235	5.14738	0.110504	0.207008	10.2961	2.33928	39.7133	0.760464	52.1347	14.7758	0.984776	91.2276
76	60.4446	7.63345	2.79439	17.0836	5.2316	10.8393	0.00694821	92.0228	25.7341	6.81825	1.29184	0.360859	0.49547	0.759833	0.724848	16.1258	2.34827	0.375976	0.236652	12.8181	1.66827	41.3154	0.168336	58.7785	0.393691	0.283778	60.4446
77	53.8417	13.8724	2.98362	17.5194	4.97836	5.83618	0.00617086	168.363	38.6939	5.62665	2.67962	0.145885	0.696948	0.752451	0.477865	16.5194	3.67936	0.00972719	0.152304	2.66016	3.18234	42.4916	0.764036	49.7176	10.6345	11.9959	53.8417
78	750.347	15.4321	2.38229	8.51467	3.19382	8.64614	0.00759322	90.2606	28.6846	8.4927	2.36139	0.200837	0.247178	0.683844	0.716678	17.2789	4.3258	0.610965	0.326382	12.5832	12.3463	40.7239	0.377516	51.3254	4.90913	1.04808	750.347
79	7827.17	17.5453	2.16397	18.0462	5.31624	6.15648	0.00780229	118.094	7.39113	7.57584	1.46306	0.223423	0.384036	0.665278	0.565828	15.252	2.84989	0.115754	0.71738	4.66257	1.00599	27.4308	0.807523	62.3143	4.5572	7.5413	7827.17
80	135.899	10.5531	3.14826	13.3294	3.78391	11.1284	0.0305765	110.774	33.3841	6.16811	1.79323	0.421492	0.495791	0.684064	0.571014	18.9563	3.77383	0.509936	0.217202	9.6929	9.72756	40.5935	0.69024	66.5847	0.468784	20.4262	135.899
81	1442.64	16.1131	1.75372	18.371	5.7039	9.47388	0.0122283	174.647	36.7802	4.82934	2.15884	0.358763	0.106783	0.696536	0.418374	17.8201	4.05569	0.478235	0.128799	3.8519	10.4216	58.0141	0.698221	55.6373	8.70249	0.953539	1442.64
82	229.521	14.4044	2.23253	13.5861	3.19958	13.8126	0.00822626	79.9494	15.3843	10.111	2.64932	0.121151	0.573032	0.677701	0.363753	17.0087	2.48529	0.439067	0.236704	6.38237	9.32961	44.7762	0.332014	69.3039	0.451903	0.105037	229.521
83	477.823	9.01525	3.19854	8.67212	2.05798	5.25911	0.012812	95.7127	10.4399	7.00051	1.50267	0.271695	0.676047	0.748634	0.415979	19.224	4.72906	0.461466	0.446287	5.05542	4.97132	36.0538	0.503987	61.0638	0.202671	3.6261	477.823
84	759.221	13.5596	2.39489	15.1481	3.88232	12.5428	0.0038276	128.957	13.7057	2.75326	1.11286	0.443472	0.0342753	0.721805	0.533137	15.172	4.63361	0.582459	0.395597	3.87753	4.90355	44.8532	0.736305	59.0811	0.776716	0.618799	759.221
85	5992.26	8.47057	3.26362	16.6389	4.77142	11.6037	0.0318555	148.836	15.0585	7.427	1.83851	0.395041	0.538637	0.652747	0.538744	17.19	3.81562	0.404238	0.164805	5.02476	3.12332	36.5142	0.619239	67.175	11.2085	0.440345	5992.26
86	6.69158	16.2389	2.89134	16.0223	3.74164	5.03744	0.013877	145.305	25.6378	7.84896	2.23295	0.145684	0.286582	0.769587	0.631703	19.8969	4.87911	0.486006	0.0924532	7.02746	11.1736	34.8516	0.664697	56.5214	0.323019	0.265083	6.69158
87	170.621	18.1867	3.1488	10.3113	5.02233	11.8292	0.00524642	111.655	10.5785	5.28172	1.97948	0.371048	0.242119	0.604514	0.194048	17.0253	3.99729	0.156652	0.281582	13.1052	2.44231	60.7556	0.630243	59.5897	2.62584	0.370501	170.621
88	1825	14.115	3.66983	18.843	3.27175	8.81722	0.00854885	126.067	13.1372	7.4751	1.85685	0.0903042	0.38375	0.688269	0.024984	17.2614	2.99845	0.491739	0.220192	8.93342	7.63236	50.7474	0.590216	44.6269	0.303142	0.105764	1825
89	278.514	8.66793	3.51934	9.98045	4.08192	10.8659	0.00711262	156.107	8.13461	9.85206	2.79766	0.38496	0.326198	0.606995	0.442555	14.7093	3.05197	0.297775	0.615217	9.4146	1.49483	39.3432	0.294311	52.5617	2.21978	32.387	278.514
90	1538.43	16.3114	3.36127	15.9254	3.87825	6.9738	0.00962319	127.267	10.6865	2.6733	1.42984	0.114272	0.322591	0.62287	0.604905	15.3998	3.8498	0.398574	0.656125	3.94023	7.54092	44.192	0.43181	56.5414	13.9524	2.28168	1538.43
91	513.096	11.4946	2.60871	9.40135	2.70653	12.7132	0.0178728	115.818	20.6742	8.42832	2.82099	0.283925	0.247885	0.743449	0.57831	16.0552	3.91601	0.289216	0.106477	1.99106	2.55457	33.4394	0.640892	59.9292	7.18748	15.0631	513.096
92	4416.69	10.7915	1.77613	8.55073	3.98032	15.6616	0.0462643	135.385	22.923	4.42429	1.88323	0.353498	0.735019	0.697746	0.695762	17.2716	3.41996	0.264785	0.132022	12.9429	3.58153	47.0808	0.561435	62.9619	16.9666	0.343025	4416.69
93	1862.78	15.6453	2.36499	16.0516	2.87033	8.37224	0.00468067	150.14	31.9443	4.98575	2.9978	0.395353	0.757141	0.639249	0.516128	16.8336	3.68993	0.557676	0.12129	8.59444	5.74372	50.1525	0.349284	54.6537	5.99372	0.788479	1862.78
94	1.47734	8.19605	2.35373	14.2166	2.95121	7.5467	0.00879368	148.691	32.6355	6.23949	2.47575	0.335396	0.43407	0.847794	0.409978	15.195	3.83478	0.247749	0.35886	8.42867	3.05951	38.2516	0.695624	61.632	1.05293	10.8143	1.47734
95	169.644	17.584	3.74544	14.2748	5.39562	10.3471	0.0178664	71.5638	23.2902	4.6119	2.31985	0.356906	0.2953	0.755322	0.717602	15.2123	6.02731	0.434064	0.436764	3.55921	6.76595	47.4371	0.4707	31.2577	0.110709	1.01271	169.644
96	1481.72	17.7919	3.03917	13.1282	4.46135	5.00265	0.00974268	128.664	9.00968	9.06748	1.8807	0.350765	0.490475	0.817621	0.874936	16.3014	4.33212	0.164166	0.405387	7.81956	6.88599	43.6909	0.659584	59.5461	1.03544	12.943	1481.72
97	545.881	13.632	3.61926	11.2634	3.71722	10.4344	0.0109171	72.4181	30.5356	3.09496	2.78825	0.326242	0.213228	0.763621	0.659575	18.8826	4.06117	0.46515	0.91974	6.39934	8.82754	24.6783	0.22047	46.5829	4.5298	12.0732	545.881
98	6316.98	9.25539	3.37564	14.4775	3.45792	17.0403	0.0145877	75.5689	15.3615	8.83231	2.18702	0.2937	0.477241	0.716545	0.623403	17.8885	2.30352	0.363601	0.406713	8.82976	6.16442	33.5536	0.626955	58.1429	5.76571	2.65286	6316.98
