Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
18	115.366	9.59255	3.63889	12.6033	2.96586	5.91164	0.0255999	120.515	6.37377	7.68898	2.52788	0.665154	0.7054	0.743159	17.6667	4.70432	0.420631	0.126643	11.9781	7.79696	37.5616	0.248801	45.4723	8.05553	33.8944	115.366
19	364.568	10.5775	4.12683	11.1367	3.58086	11.9363	0.00487475	79.3483	13.3621	8.95489	1.76863	0.369936	0.859166	0.577963	16.9679	4.18375	0.101233	0.380142	12.1157	12.0781	30.1644	0.322188	57.8468	34.3676	11.5951	364.568
20	79.3562	16.0633	2.41115	15.9268	4.96692	10.3463	0.00904231	120.036	10.6797	6.43783	2.27551	0.336462	0.707631	0.235175	16.496	3.83477	0.45854	0.0831883	4.43719	4.95488	34.9203	0.387307	41.7698	23.3603	10.7859	79.3562
21	244.972	11.2644	2.60704	12.1735	4.17428	19.3583	0.0104113	76.5325	6.92089	3.94749	2.95505	0.205807	0.801212	0.121472	16.638	3.91931	0.590049	0.103373	7.50259	12.1151	46.607	0.308393	39.9085	26.2004	24.2842	244.972
22	94.8259	11.8818	3.36816	11.6446	4.07957	7.36998	0.00783569	71.3011	6.77821	8.65238	2.25834	0.610643	0.83922	0.509579	16.8757	4.82729	0.257883	0.127336	7.16915	10.0556	20.3378	0.393392	42.0493	13.7943	9.60094	94.8259
23	118.759	12.233	2.5719	14.2175	4.78099	12.3139	0.00799818	103.862	13.1147	9.33114	2.3391	0.573747	0.709612	0.40773	18.4986	4.14797	0.506128	0.178716	9.99738	4.87684	29.742	0.436918	46.123	5.79745	34.5153	118.759
24	75.5692	17.7882	1.9026	11.6285	4.38228	25.795	0.0111521	105.435	8.03761	9.14972	2.32352	0.525941	0.63268	0.309498	18.4367	4.42625	0.55649	0.541704	7.74981	7.08377	37.5765	0.313986	57.6043	19.7831	8.04123	75.5692
25	7730.21	13.366	2.6942	15.162	4.7135	9.14123	0.0118612	78.3725	3.9329	10.8172	2.0091	0.644705	0.630149	0.450199	18.1206	4.06848	0.235122	0.10096	11.704	6.46331	32.8238	0.401594	41.6245	8.70984	35.4743	7730.21
26	1898.29	9.87594	2.16083	11.2293	3.90572	9.75577	0.0177188	118.071	12.0806	8.97344	2.10557	0.563831	0.797428	0.537166	15.9763	4.39564	0.793935	0.359398	3.35634	11.2523	0.183555	0.394785	48.99	28.9904	12.3973	1898.29
27	96.6167	9.70325	3.27677	8.32687	4.37941	7.88064	0.00589196	132.954	9.98134	5.09643	2.95173	0.350626	0.745099	0.537133	17.3627	4.45828	0.412246	0.200768	5.4281	8.50854	3.12318	0.40882	26.4911	21.8701	8.73715	96.6167
28	3382.27	12.9686	3.07627	9.28303	4.73264	7.51205	0.0105338	74.7416	1.29667	7.36699	2.46426	0.687778	0.616882	0.158327	17.1942	3.55551	0.749739	0.464466	6.95817	13.9296	38.4496	0.356209	61.8026	5.21895	20.9421	3382.27
29	5266.83	9.59161	3.1014	15.3332	3.67344	11.4359	0.00707605	80.7965	7.2442	10.4723	2.59537	0.541247	0.711752	0.0792123	17.7233	4.19588	0.526818	0.0714693	5.49913	9.89564	42.8235	0.259248	61.6029	4.08959	24.1422	5266.83
30	4944.67	9.35118	4.09832	19.8313	4.39605	5.44432	0.0223118	96.5673	7.82633	5.20426	1.56749	0.431187	0.617331	0.309552	18.2263	3.71451	0.374459	0.054723	12.0962	9.11646	42.4116	0.394708	76.5431	6.73989	14.0646	4944.67
31	51.3096	9.13556	3.31706	9.99351	3.74251	11.1314	0.0101304	85.5442	3.16301	6.61096	1.86727	0.379966	0.737306	0.177718	17.4134	3.24204	0.716197	0.637384	10.0766	8.0467	25.1813	0.410616	64.384	5.64323	9.37163	51.3096
32	2701.73	20.8752	3.47644	17.6554	5.07352	14.504	0.011544	86.4257	1.71175	3.97738	2.42972	0.291886	0.785168	0.452894	16.9649	4.1345	0.905028	0.202261	8.0224	8.48435	47.8288	0.340244	63.3612	4.11179	10.9656	2701.73
33	836.008	15.9113	4.02477	14.9757	3.05634	10.2669	0.0125297	107.501	9.05964	4.91969	1.91412	0.50732	0.772229	0.652039	17.8346	4.20705	0.603355	0.547983	2.02906	6.0238	25.0242	0.316674	55.9209	13.5485	33.6891	836.008
34	1645.1	20.4255	3.32465	8.33446	3.82249	10.0497	0.00726321	84.0328	10.2318	8.1573	2.63314	0.369567	0.711221	0.310522	15.9183	3.95773	0.135398	0.410635	2.78531	1.42816	20.6679	0.392381	47.0248	32.0646	37.2679	1645.1
35	137.251	8.69751	3.48671	15.4266	3.21919	15.1226	0.0149777	80.1112	7.59749	6.1545	1.81493	0.5338	0.649063	0.761317	15.9412	4.17244	0.057359	0.590552	12.0371	2.58903	39.8443	0.431653	44.9425	27.7101	21.291	137.251
36	4855.25	17.4339	4.41963	14.6311	3.9788	7.10719	0.0250511	75.3478	4.4732	4.3133	2.87999	0.590645	0.69674	0.0936356	17.9312	3.50662	0.753927	0.153414	12.8938	3.04976	33.6987	0.231049	32.7104	9.20568	8.83228	4855.25
37	9.7477	20.5265	3.3203	16.0029	4.40606	12.3912	0.0181748	75.6866	7.24754	4.7221	1.1424	0.664714	0.722211	0.331508	16.8102	4.57862	0.598284	0.122008	3.38274	3.92849	65.3788	0.429482	37.8736	8.21269	36.1315	9.7477
38	3167.33	8.96634	3.34727	13.4928	6.7362	10.0599	0.0169681	106.389	9.8214	8.06207	2.61022	0.600712	0.724534	0.249337	17.2955	3.16248	0.0553736	0.0878528	7.50563	10.6112	24.2545	0.314472	67.734	35.0386	14.4261	3167.33
39	1555.24	13.7773	3.84803	15.2037	3.48572	10.4388	0.0119259	103.162	7.5974	10.0603	1.11871	0.602249	0.801438	0.393502	17.2893	3.17698	0.487308	0.856843	2.72357	6.24364	21.8384	0.349756	36.754	24.9236	8.02954	1555.24
40	5489.48	12.0631	2.17067	7.35608	5.74639	9.69378	0.0126901	85.8279	4.56144	2.51874	2.93337	0.630904	0.756767	0.468705	17.1172	3.0842	0.488496	0.311919	9.82902	11.4551	57.6261	0.310569	81.0569	10.1831	21.5679	5489.48
41	200.31	15.6398	3.61389	15.8057	4.65007	9.63887	0.00567772	88.4594	11.3956	3.00078	2.7518	0.511581	0.616803	0.673694	15.9166	3.35498	0.159848	0.214035	9.87453	5.11565	44.6656	0.327497	59.6034	5.71923	26.6591	200.31
42	742.897	11.4523	3.81477	14.711	4.20023	9.27614	0.0067194	84.7001	6.79547	5.58691	2.03653	0.671446	0.672145	0.64633	17.6588	3.71931	0.62118	0.35744	3.43623	10.5473	32.2427	0.366747	70.371	11.6067	25.3742	742.897
43	435.552	20.9605	3.38095	8.37432	4.5036	6.87639	0.0191778	117.514	12.3568	5.89797	2.50028	0.399312	0.675115	0.207115	15.9816	3.7127	0.596699	0.407084	9.56256	4.45745	45.5828	0.396243	77.7436	22.6305	18.6163	435.552
44	3653.45	19.9435	1.90146	10.6165	2.13569	8.12461	0.0531664	105.032	10.5637	11.1988	1.88519	0.799746	0.610963	0.344924	17.1083	2.9899	0.359801	0.0548642	6.28916	10.2661	28.8717	0.246284	33.6806	17.7709	8.42414	3653.45
45	61.4873	11.7631	3.56339	11.7287	3.355	5.50776	0.0120162	123.062	2.79282	5.19472	1.3411	0.60715	0.642349	0.646404	17.2021	2.84648	0.651353	0.194906	3.03421	8.20246	31.4456	0.357385	50.8843	4.33396	12.9447	61.4873
46	11.2469	7.21441	3.78698	12.5105	4.83412	6.92044	0.00639005	96.8471	9.01011	7.21724	2.09593	0.764154	0.674629	0.0255398	16.4438	4.09378	0.79439	0.0944392	7.58541	3.21565	53.18	0.390896	29.2586	31.901	21.437	11.2469
47	2160.37	20.7731	1.8726	13.8813	2.53668	15.8868	0.00491088	105.566	8.68605	6.22448	1.90459	0.221979	0.678883	0.38168	17.6648	4.19899	0.880746	0.293683	9.14469	3.95341	13.7565	0.23076	80.9161	10.6045	20.5705	2160.37
48	3915.24	10.1907	3.19291	11.2053	4.08611	9.15059	0.015465	79.4455	9.29162	7.63902	2.05515	0.60866	0.738506	0.630202	16.2456	4.71952	0.831025	0.540078	3.97198	5.90361	24.532	0.268925	46.4571	8.84292	21.361	3915.24
49	3566.56	8.10016	3.31366	13.9364	4.99176	14.2824	0.00714312	81.1531	5.90187	11.1282	1.40063	0.609003	0.839839	0.180868	17.1461	4.31614	0.844341	0.1002	10.6648	10.1287	27.5538	0.326083	75.9664	6.07278	20.0721	3566.56
50	3253.63	15.7729	2.48257	14.1822	5.03417	8.16172	0.00968523	103.468	7.06658	4.91395	1.70395	0.45813	0.616341	0.11092	16.7946	4.11585	0.0749155	0.364318	6.70181	11.4617	54.8307	0.39098	54.683	9.22075	8.06296	3253.63
51	20.1618	18.0977	2.74885	11.7332	4.17265	20.8121	0.00810265	135.823	6.10774	7.15793	1.68707	0.309668	0.866588	0.584841	17.2209	4.22673	0.527694	0.139423	6.57965	9.20365	57.556	0.314426	52.9728	8.292	9.10678	20.1618
52	482.718	15.0095	2.07167	11.0115	4.29613	11.2119	0.00639337	74.9732	10.728	7.19268	2.183	0.792288	0.69181	0.517429	17.6444	3.87281	0.839737	0.0867842	5.15578	11.3236	46.1182	0.375684	72.5602	16.5324	26.2673	482.718
53	161.389	10.3505	2.29279	11.6646	3.28099	8.61329	0.0682888	122.953	9.67959	9.1048	1.719	0.644471	0.733574	0.343663	17.6865	4.5097	0.940936	0.274699	10.297	3.63141	9.07014	0.446123	33.1497	11.2199	13.6586	161.389
54	1948.84	8.0654	2.56102	17.3131	5.40154	5.12126	0.00909647	76.9826	7.7539	8.45759	2.81391	0.366671	0.757032	0.185236	17.69	4.73339	0.761377	0.179862	12.0928	8.35045	20.0511	0.279741	56.0027	6.29357	11.8286	1948.84
55	946.607	17.483	3.3457	18.0781	5.34993	12.3258	0.0151272	75.6902	7.10914	8.83704	1.03336	0.421262	0.835046	0.283575	16.5194	2.6909	0.651299	0.228833	4.33896	4.78404	25.7821	0.412953	45.1243	14.2842	30.833	946.607
56	255.057	16.9262	4.42708	15.157	3.16932	6.89366	0.0143333	134.62	9.55379	8.69226	2.87642	0.506181	0.782262	0.664253	18.4985	4.76513	0.807035	0.129213	6.92768	1.07607	23.6445	0.314738	47.6212	13.5429	30.4243	255.057
57	347.267	17.0309	2.47696	8.9494	4.75194	7.16896	0.0232537	125.885	5.32411	6.18619	2.30822	0.610153	0.671605	0.158436	16.917	2.84932	0.878467	0.145256	8.00137	8.31201	24.5724	0.331115	45.1914	34.1646	39.624	347.267
58	172.903	8.0638	2.71851	12.0385	3.9142	8.99209	0.0190101	82.247	5.37561	6.48854	1.7135	0.696234	0.783179	0.429122	16.9752	2.80113	0.437341	0.198008	7.61333	9.0393	17.3298	0.433542	53.5777	4.30092	16.1498	172.903
59	7928.71	19.4046	3.3241	15.8032	5.34837	6.11578	0.0362908	61.118	9.52731	8.07651	1.70847	0.599322	0.649034	0.523099	16.2028	2.88791	0.409356	0.438442	2.69759	4.64359	41.4222	0.268284	49.8993	22.1738	25.0821	7928.71
60	985.823	10.4105	2.26417	8.11092	4.59894	7.05014	0.00494725	85.3008	11.5984	2.13319	2.89878	0.609672	0.697153	0.164883	16.5183	3.20308	0.697215	0.250035	11.9035	5.66879	46.1436	0.321832	28.7186	4.60651	16.9795	985.823
61	3809.88	18.4632	3.64236	18.6781	4.94061	5.32439	0.00272771	86.2707	10.8878	9.70658	1.361	0.54141	0.720632	0.568645	16.425	3.25598	0.395458	0.0988235	1.91245	7.74648	44.2988	0.333157	54.0649	30.5484	14.8617	3809.88
62	110.625	9.19667	3.62354	9.17808	4.19746	7.38864	0.0044955	80.7639	6.86421	4.03738	1.28342	0.570939	0.644064	0.130932	16.1576	2.85106	0.733741	0.144198	12.8726	5.16614	42.0107	0.328728	44.949	8.30076	28.7926	110.625
63	2330.86	7.6184	3.77225	17.5456	2.44009	19.7002	0.0150146	90.4944	1.54595	3.82876	2.96538	0.512223	0.830546	0.324985	17.7556	2.71693	0.707386	0.223153	4.08962	11.087	7.91198	0.362479	60.493	6.37539	18.6973	2330.86
64	967.28	9.16833	1.94315	9.773	4.64117	6.48842	0.0181186	69.4863	11.5524	3.5664	1.82426	0.324862	0.710213	0.357102	15.5719	3.95333	0.51376	0.17647	9.44846	3.83338	20.1823	0.355472	59.6065	9.69446	23.9206	967.28
65	1057.37	20.3288	1.83642	10.959	3.39742	6.92903	0.0107464	95.2317	6.09149	5.18328	2.6739	0.648941	0.655555	0.6009	15.929	3.54206	0.634404	0.0740424	2.06622	8.49827	55.6005	0.354848	31.2751	7.87598	14.5918	1057.37
66	120.634	17.9014	2.03109	19.9474	4.30405	11.932	0.00897832	95.2529	11.1048	8.44224	1.70791	0.789669	0.745949	0.380898	16.2978	3.79319	0.790926	0.0808969	4.64886	3.99202	62.6089	0.399808	75.0237	14.5703	20.1811	120.634
67	156.368	15.5591	3.63378	7.46303	3.06569	13.2181	0.00784491	91.7097	6.06426	10.9893	2.47185	0.309459	0.663564	0.0222336	18.4167	3.6646	0.909231	0.745999	4.76077	8.82569	53.6449	0.260019	30.0963	4.07684	33.1041	156.368
68	652.41	17.9097	2.57384	9.92895	4.04363	8.39062	0.00745559	70.1424	3.55224	9.84047	1.47284	0.491304	0.860152	0.205793	16.2669	3.38376	0.404124	0.169655	6.35079	10.4181	65.5958	0.256385	50.7283	24.9611	39.3185	652.41
69	575.344	12.8965	3.26215	12.2448	4.22122	11.8139	0.00778575	82.73	4.03493	5.24397	1.93536	0.61215	0.747063	0.300187	17.7811	3.24042	0.589703	0.381648	5.03543	13.3183	50.3622	0.376779	58.9973	22.6862	16.9858	575.344
70	154.189	20.6783	3.81029	13.152	3.83334	7.81524	0.0217192	100.049	7.73981	9.89803	2.10035	0.23468	0.638866	0.240111	17.6489	4.43047	0.356269	0.330357	7.49425	10.9939	14.7267	0.256471	28.6623	14.5448	29.9853	154.189
71	7742.42	14.6878	3.09039	13.5804	5.23377	6.15724	0.0130182	90.1134	8.80918	9.1119	2.61641	0.654822	0.729458	0.592457	15.8965	3.75874	0.941375	0.581998	10.875	6.97243	34.5982	0.272304	38.0139	7.03612	13.0851	7742.42
72	3599.93	17.6212	2.08416	16.8785	3.68835	7.12	0.00538908	119.805	9.27322	5.42365	2.46862	0.267003	0.745817	0.0778051	17.1271	4.44528	0.832064	0.329199	9.46133	7.43909	3.97201	0.340908	51.4631	17.3773	19.2872	3599.93
73	575.644	13.795	2.09009	11.2989	5.05441	14.8621	0.0103265	73.8803	5.98613	6.64145	1.96397	0.295195	0.67466	0.271105	15.919	3.52395	0.777067	0.103964	7.22344	5.30286	4.37332	0.416918	79.4253	8.072	29.2807	575.644
74	39.9503	9.15521	2.16929	17.4558	3.95652	16.6066	0.00959756	90.8397	9.94048	3.72523	2.25557	0.703115	0.713217	0.551654	17.9131	2.96134	0.395049	0.269213	7.26316	9.02981	3.33976	0.404915	38.0589	4.09276	13.6699	39.9503
75	280.111	9.93867	3.33607	19.0697	3.89286	13.2571	0.00534449	120.868	3.29413	10.2988	1.1057	0.662272	0.748727	0.65129	16.1583	4.49376	0.677782	0.221398	3.56239	2.7433	35.8782	0.280975	47.2872	8.87822	24.308	280.111
76	89.0461	15.5174	3.39987	19.6847	4.81979	10.4834	0.0107408	98.1426	4.92095	8.70371	2.34817	0.582535	0.774816	0.424066	17.1165	4.12615	0.210217	0.816342	3.03155	3.05576	42.052	0.259424	37.5905	5.69163	16.3504	89.0461
77	2346.72	18.8315	3.61671	11.3434	3.7524	9.32516	0.0139359	72.6682	4.93438	9.01419	2.84333	0.486343	0.862409	0.316335	16.0404	4.05867	0.553613	0.525962	13.6401	4.72292	25.6951	0.391727	50.961	10.2266	24.9948	2346.72
78	6968.27	12.1285	4.44406	14.1827	4.88001	9.65404	0.0152953	76.7569	11.501	11.3944	1.28358	0.400927	0.792955	0.096407	18.0372	3.94996	0.491287	0.201865	6.02394	4.51944	33.3147	0.283026	38.7563	10.1963	8.91478	6968.27
79	281.324	14.0554	2.96155	12.5644	4.54486	6.20957	0.0104932	88.0359	5.11162	7.0368	1.12414	0.598221	0.702094	0.358105	15.1944	3.35443	0.535578	0.120532	8.27719	9.85266	8.09186	0.446388	43.4557	8.87408	12.7339	281.324
80	67.8955	11.7172	1.8318	12.001	4.55527	5.79646	0.00194233	72.1638	9.05322	9.77864	2.14965	0.485545	0.662488	0.758718	17.5996	4.18943	0.566127	0.201019	13.415	3.1656	55.5436	0.375739	39.4263	4.77712	34.9958	67.8955
81	1.79148	9.66697	2.21138	14.0327	3.51237	15.4876	0.00770806	92.9202	8.24603	2.89005	1.31893	0.418992	0.675891	0.251449	16.5674	4.01334	0.878607	0.319297	9.80474	3.72407	32.6584	0.256854	63.879	16.6813	10.9519	1.79148
82	5287.37	16.7397	3.73969	13.1305	5.20079	6.07358	0.0137935	92.425	7.64942	3.50501	1.48615	0.262094	0.630254	0.146204	17.5533	4.27368	0.870928	0.169369	7.96159	4.69568	19.5244	0.304334	70.0816	5.52018	10.7038	5287.37
83	577.554	14.3737	2.91311	17.989	4.83314	9.9052	0.0134537	78.1465	12.1208	10.1599	1.86996	0.631634	0.775655	0.330781	15.7653	3.13838	0.800628	0.111735	6.20211	12.7276	33.8341	0.441767	57.0645	12.6832	10.5666	577.554
84	1581.61	13.3918	3.25233	15.4075	3.47636	16.9318	0.0195365	130.844	4.96242	9.62627	2.32146	0.467273	0.674285	0.0703514	15.6002	3.75685	0.780715	0.937583	1.92336	3.50046	29.7367	0.327813	29.8984	21.0684	16.8535	1581.61
85	708.428	7.6291	3.97864	19.0186	4.15074	23.302	0.017201	77.9129	11.641	4.47732	1.86736	0.597489	0.744899	0.631783	18.4589	2.8336	0.373001	0.48531	3.40459	2.83431	15.2078	0.232713	48.8642	17.3616	36.5283	708.428
86	2077.48	8.87289	3.63372	8.80398	3.60847	12.3773	0.00856589	65.9616	5.23586	8.07692	1.84786	0.428178	0.688536	0.178512	17.1853	4.77134	0.123511	0.485477	5.3715	2.87957	22.9206	0.442756	61.2891	11.0538	16.768	2077.48
87	2484.26	8.98275	3.86244	11.0386	5.1073	9.1421	0.0073335	85.9382	9.45014	10.6948	2.23252	0.539753	0.679726	0.358653	17.6889	3.7962	0.801473	0.378492	7.77299	8.46477	60.9522	0.269112	48.5088	5.51314	32.7471	2484.26
88	5876.49	10.5108	3.47654	19.4508	4.87275	12.6277	0.00219332	102.456	5.12804	5.44188	2.68645	0.246224	0.71072	0.418162	17.3326	4.49351	0.0865776	0.492557	5.09672	9.89196	47.1398	0.373899	39.3482	6.076	16.2577	5876.49
89	2914.7	12.5477	2.5944	15.6225	4.29232	8.299	0.00802187	61.6037	4.85508	2.81248	1.05462	0.272547	0.770771	0.726727	16.0996	3.74981	0.427725	0.142973	5.45877	5.31525	42.4639	0.259964	32.9498	9.0753	36.5591	2914.7
90	286.634	10.0455	4.38411	19.1739	5.42539	7.52949	0.0244789	91.6	8.16783	8.1539	1.0576	0.522715	0.655446	0.00653911	17.1286	4.45171	0.367974	0.440939	4.95977	13.0104	6.94177	0.402712	76.5564	5.53698	14.4613	286.634
91	63.6274	11.9146	3.04972	11.2639	3.31055	6.14476	0.00410575	71.5361	3.22906	3.16618	1.71144	0.632074	0.908807	0.362791	16.6216	3.49321	0.211701	0.419766	4.66257	1.00599	5.92354	0.440955	69.8903	17.3586	25.5513	63.6274
92	135.899	10.5531	3.14826	13.3294	3.78391	11.1284	0.0305765	116.537	1.34135	3.51726	1.18518	0.444541	0.684064	0.653986	16.9841	4.32721	0.495791	0.337332	11.2311	6.03238	24.5711	0.3857	48.8693	12.0737	22.6911	135.899
93	2948.31	17.6204	3.27028	13.7958	4.50742	8.79455	0.0143874	133.602	2.59121	10.2226	1.96243	0.558046	0.812715	0.19264	17.2602	4.37891	0.915044	0.352067	5.84929	1.7059	30.4331	0.357264	51.9844	31.8136	20.355	2948.31
94	110.458	10.4017	2.22781	15.8708	6.45378	14.2536	0.00939127	70.8247	4.91169	11.1457	2.3137	0.328853	0.711721	0.171887	18.2161	3.63634	0.535745	0.103466	5.99752	6.15698	26.3229	0.27163	36.2146	19.832	8.41182	110.458
95	56.1819	7.57824	2.64163	15.0723	4.96471	6.04188	0.043173	80.378	8.14822	8.5451	2.84676	0.220813	0.613442	0.484523	18.1758	3.53062	0.715303	0.161192	5.12926	1.73454	17.0531	0.345727	51.9318	26.0102	18.11	56.1819
96	6768.33	15.3876	3.55211	7.20192	3.76518	8.26649	0.00710188	89.5067	6.25412	9.34965	1.23581	0.476074	0.642455	0.423409	16.5553	4.15062	0.158538	0.230418	10.3111	2.67932	40.3334	0.330644	39.6274	4.55502	15.9807	6768.33
97	38.4079	16.3101	3.52351	12.8422	4.21805	12.3651	0.00386823	111.782	6.36323	5.8165	2.34002	0.63242	0.614778	0.249347	18.4194	4.63114	0.426178	0.344829	4.97142	4.74507	46.7213	0.3844	57.4736	21.997	12.6592	38.4079
98	376.363	11.0952	3.01102	16.6263	5.79325	23.6193	0.0190413	132.137	5.58242	8.64114	1.00791	0.357677	0.620923	0.225685	16.75	2.99823	0.555976	0.2562	4.3633	11.992	29.1358	0.363662	78.807	4.12116	29.1658	376.363
99	4022.22	11.639	2.69848	15.3635	4.33127	15.1015	0.020227	98.4896	9.08761	4.12963	1.45703	0.560079	0.704339	0.588111	15.8852	4.51672	0.465909	0.884051	7.02746	11.1736	25.7901	0.377385	51.1403	6.27714	10.3949	4022.22
100	170.621	18.1867	3.1488	10.3113	5.02233	11.8292	0.00524642	139.677	5.46834	4.76683	1.97948	0.385448	0.84703	0.132767	18.4481	3.4134	0.671832	0.558955	7.88429	13.1052	40.8519	0.36703	54.9038	29.8215	20.9649	170.621
101	64.7007	10.1185	3.33708	11.4477	3.7738	5.27484	0.0123991	73.1511	7.4751	6.02443	2.27631	0.316982	0.836689	0.560529	17.1651	3.87001	0.288126	0.119662	6.16537	8.93342	32.3696	0.451001	55.1211	36.7181	9.6604	64.7007
102	13.689	8.57855	2.46698	14.5282	2.66767	13.7982	0.00657968	92.4575	7.61441	5.52536	2.60178	0.316209	0.795069	0.464035	18.1607	3.84283	0.326198	0.0724594	3.67388	7.73788	5.49505	0.425036	29.8269	12.0441	27.3801	13.689
