iter	GM_NInit(1)	GM_TIsolation(1)	GM_R0(1)	GM_c0(1)	GM_TLatent(1)	GM_TRecover(1)	GM_IFR(1)	GM_T50Testing(1)	GM_TauTesting(1)	GM_TTestingRate(1)	GM_TContactsTestingRate(1)	GM_FAsymp(1)	GM_TestingCoverage(1)	GM_TestSensitivity(1)	GM_ThetaMin(1)	GM_TauTheta(1)	GM_PwrTheta(1)	GM_HygienePwr(1)	GM_FracTraced(1)	GM_TPosTest(1)	GM_TFatalDeath(1)	GM_TauS(1)	GM_rMax(1)	GM_TauR(1)	alpha_Pos(1)	alpha_Death(1)	LnPrior	LnData	LnPosterior
150	2303.84	15.8738	3.4258	11.7394	3.95735	8.01975	0.00913605	85.8072	7.83776	10.404	2.87405	0.446006	0.380427	0.673306	0.45243	20.5642	3.19089	0.0495463	0.388053	5.21717	2.38268	21.6295	0.614483	58.5501	7.35815	2.64778	-4.561067e+01	-1.045272e+03	-1.090883e+03
160	2319.5	16.9056	3.47742	9.24046	3.95735	8.0703	0.0101048	85.1289	4.72902	8.9043	2.52973	0.439438	0.304172	0.744835	0.433381	19.3305	2.32454	0.0743495	0.380974	5.39083	2.6512	25.2205	0.731474	57.7075	6.64135	3.21094	-4.662993e+01	-1.044267e+03	-1.090897e+03
170	2326.86	7.11488	3.55129	7.03824	3.86916	7.78443	0.0104597	85.7919	5.1046	6.58858	2.93311	0.413525	0.284911	0.652694	0.427343	18.9759	2.99083	0.0892037	0.385001	5.46546	3.6205	25.2205	0.71053	61.3973	5.54953	2.71772	-4.558174e+01	-1.042500e+03	-1.088082e+03
180	2196.94	10.1319	3.56927	15.0577	3.38402	8.28657	0.0109575	86.8681	5.91119	9.02553	2.4739	0.428663	0.25172	0.77656	0.423696	17.8203	3.68931	0.0664461	0.405744	6.89654	3.61004	25.2205	0.707453	62.0576	7.03285	3.10706	-4.580048e+01	-1.040660e+03	-1.086460e+03
190	2269.84	7.64694	3.58927	17.445	3.69388	8.28657	0.0133685	86.8681	6.80336	7.80014	2.39432	0.49299	0.304385	0.751616	0.430459	18.4814	1.25526	0.0644724	0.430568	4.09729	3.06764	25.8707	0.797375	64.5842	6.43322	2.31007	-4.933790e+01	-1.042742e+03	-1.092080e+03
200	2311.51	9.97816	3.62216	9.77748	3.63793	8.62823	0.0131084	86.8198	6.28036	9.23958	1.17546	0.544814	0.385039	0.71729	0.440975	18.5838	1.55252	0.103748	0.425354	5.5092	3.1771	21.7933	0.770117	60.7267	8.53018	2.50841	-4.849663e+01	-1.044489e+03	-1.092985e+03
210	2465.71	11.902	3.57272	19.6288	3.45929	8.66761	0.0135232	87.621	6.28144	10.203	2.83606	0.543116	0.509212	0.778339	0.445267	18.262	4.49997	0.104464	0.41263	8.11135	3.43559	22.6343	0.741846	54.3222	5.57941	2.99129	-4.716427e+01	-1.044205e+03	-1.091369e+03
220	3372.48	12.6022	3.62933	14.4699	4.01902	8.96898	0.012646	87.621	5.23745	8.428	2.81297	0.475883	0.47261	0.617879	0.423429	18.8739	2.5594	0.108803	0.381258	5.25153	3.16865	21.45	0.750674	62.24	8.79699	2.69928	-4.737608e+01	-1.046901e+03	-1.094277e+03
230	3675.18	16.9467	3.67395	19.2402	4.84468	8.86782	0.012646	87.621	4.07025	8.96991	1.03064	0.564693	0.386461	0.804908	0.415806	18.6098	4.16803	0.102123	0.385881	3.18281	2.50305	21.0904	0.78056	62.37	7.5935	2.48437	-4.998468e+01	-1.042162e+03	-1.092147e+03
240	3583.97	20.3805	3.71411	12.1375	4.33374	9.60452	0.0128096	87.273	4.69014	10.8504	1.78742	0.569495	0.463368	0.85885	0.420906	18.9797	2.98672	0.0944338	0.401985	4.42496	3.70485	25.5188	0.848607	66.9218	7.07467	3.16144	-5.175485e+01	-1.045990e+03	-1.097745e+03
250	3767.64	14.0051	3.68447	10.47	4.49245	9.72363	0.0141935	86.7184	5.39748	7.79532	1.52797	0.449128	0.366185	0.731825	0.430787	18.6952	3.60662	0.148109	0.364219	8.24809	4.85721	24.102	0.754032	63.7851	6.41014	2.18348	-4.650706e+01	-1.049100e+03	-1.095608e+03
260	3826.45	16.3856	3.68447	7.41955	4.63726	8.93277	0.0138379	86.7239	5.33351	9.17315	1.61194	0.547138	0.309627	0.842939	0.431554	18.5511	2.46745	0.142595	0.374218	5.05564	3.49723	30.0277	0.677299	44.0752	8.51914	2.38036	-4.725719e+01	-1.047952e+03	-1.095209e+03
270	3588.89	16.7842	3.70657	7.03659	4.87038	8.53328	0.0105049	86.8368	4.49302	9.59817	1.1102	0.498336	0.414675	0.734948	0.429861	18.3981	3.89267	0.157811	0.379923	9.10686	2.28445	29.6957	0.64005	38.5847	5.32163	2.70687	-4.604639e+01	-1.045400e+03	-1.091446e+03
280	3378.92	18.3151	3.70657	11.8704	5.15563	8.39336	0.0112597	87.0698	4.49302	7.89252	1.32181	0.444307	0.408256	0.647722	0.426223	18.3981	3.38559	0.131982	0.399924	6.53223	3.838	26.5906	0.651017	37.2035	7.16321	3.14684	-4.528512e+01	-1.045449e+03	-1.090734e+03
290	3197.54	12.6079	3.76648	17.9441	5.45265	8.61264	0.0114522	88.8303	6.25645	9.8754	1.32007	0.484706	0.514034	0.66823	0.412456	20.0598	2.41251	0.11284	0.417543	5.58586	2.97029	27.5694	0.749576	41.3496	7.00442	2.73644	-4.789581e+01	-1.043839e+03	-1.091734e+03
300	3663.42	10.0632	3.73664	14.1665	5.41839	8.40697	0.00998474	90.1315	6.25645	7.89904	2.09402	0.51918	0.445218	0.684597	0.415996	20.2632	2.9671	0.125371	0.417539	5.60163	1.92609	27.3299	0.670661	43.3402	5.93599	3.02857	-4.570937e+01	-1.045029e+03	-1.090738e+03
310	3999.43	12.6491	3.69683	17.1228	4.84135	8.64038	0.0119436	89.7562	7.01384	11.9688	1.90081	0.517827	0.340459	0.674984	0.40521	19.7423	5.83626	0.130339	0.398975	4.89116	3.64952	32.027	0.781215	44.9375	8.44592	3.02857	-4.888320e+01	-1.045587e+03	-1.094470e+03
320	4095.43	18.292	3.70757	12.3682	5.0083	8.57279	0.00962007	88.3432	7.47876	8.10144	2.61696	0.53957	0.286729	0.646847	0.406406	19.9308	5.3357	0.0694396	0.390397	8.27619	3.77793	30.8418	0.597338	44.9375	7.58803	2.96213	-4.617415e+01	-1.044204e+03	-1.090378e+03
330	3736.55	20.115	3.88552	16.4911	5.18568	8.60012	0.00979217	87.8313	9.94462	9.2275	2.22246	0.537649	0.537888	0.614348	0.396281	19.8824	3.08911	0.00482747	0.403342	9.98028	2.86983	37.1276	0.683285	44.9056	5.0134	4.02714	-5.127817e+01	-1.050831e+03	-1.102109e+03
340	3388.87	10.963	3.85215	12.5873	4.89475	8.37749	0.0106912	87.3748	5.43853	10.1793	2.18989	0.484944	0.524796	0.626629	0.372363	19.7881	4.57566	0.120083	0.297286	10.1113	4.84345	33.4035	0.646533	43.8698	5.0134	2.40983	-4.474318e+01	-1.046253e+03	-1.090996e+03
350	2953.19	9.26154	3.95086	7.86988	4.87602	8.4829	0.0104095	88.4127	5.98003	11.9763	1.47036	0.547565	0.654468	0.739582	0.367092	20.2355	4.95292	0.119764	0.315589	9.58896	3.22739	34.1519	0.634094	42.6905	5.93738	2.84494	-4.683650e+01	-1.043792e+03	-1.090628e+03
360	3140.53	10.3777	3.94495	7.29931	4.89377	8.31714	0.0105033	87.9593	5.40289	9.10099	1.98696	0.499681	0.47772	0.651496	0.384146	19.1049	2.79367	0.136471	0.283051	2.04212	3.85176	36.6471	0.495201	39.9401	6.01134	3.92537	-4.503818e+01	-1.044125e+03	-1.089164e+03
370	3232.49	7.651	3.83845	16.7205	4.43964	8.97033	0.010301	87.7756	5.80813	7.8354	2.05935	0.473544	0.295879	0.713362	0.389469	19.1049	6.89683	0.142346	0.251747	5.36027	3.99509	34.8252	0.494458	43.9045	9.50915	3.17655	-4.547827e+01	-1.045537e+03	-1.091015e+03
380	3112.04	10.1191	3.85768	19.1482	4.63799	8.86274	0.00872921	87.5604	5.9624	6.66738	2.02022	0.47546	0.283579	0.682276	0.393917	19.2472	6.0745	0.110829	0.233934	4.3337	4.13697	33.5616	0.450297	47.8251	6.43805	3.17655	-4.417858e+01	-1.045911e+03	-1.090090e+03
390	2832.73	11.4197	3.84616	13.4531	4.53217	9.05961	0.0105867	87.2537	6.05386	6.82412	2.48401	0.378904	0.405849	0.646139	0.398292	19.0485	2.69794	0.0687279	0.25944	6.66164	4.26641	36.7911	0.398129	44.7432	6.34417	3.27538	-4.349249e+01	-1.046245e+03	-1.089738e+03
400	2704.25	7.33839	3.86404	14.3698	5.24266	9.33367	0.0104813	88.4852	4.39475	8.83585	1.29229	0.243832	0.447587	0.679116	0.384831	18.5938	4.59585	0.0565475	0.225251	2.27116	1.80576	32.3014	0.450781	49.4227	6.34417	2.1374	-4.433434e+01	-1.043285e+03	-1.087619e+03
410	2543.9	7.65433	3.92275	11.4018	4.95825	9.72764	0.0116561	86.5314	4.36198	8.13543	2.62352	0.358839	0.574263	0.633692	0.401261	19.6605	4.12555	0.0297498	0.287781	4.33789	1.74729	35.0226	0.472783	47.2703	6.34417	3.3881	-4.535914e+01	-1.045650e+03	-1.091010e+03
420	2484.72	11.9034	3.98439	11.1934	4.70959	9.97947	0.0105563	86.0052	4.73965	7.66348	1.99966	0.324932	0.39623	0.673204	0.38709	19.268	2.99639	0.0333588	0.247107	5.03031	2.60258	43.4665	0.509021	44.3435	5.67076	3.21759	-4.518404e+01	-1.043109e+03	-1.088293e+03
430	2882.66	18.0146	3.89595	13.3023	4.71776	10.089	0.0111176	86.4417	5.34138	9.75118	1.01994	0.443196	0.346326	0.770793	0.37898	21.7657	3.80969	0.0265223	0.276226	10.2089	3.02234	36.3349	0.456059	52.2724	6.09732	2.84059	-4.778444e+01	-1.044511e+03	-1.092295e+03
440	2807.56	7.69454	3.93877	14.5884	4.39187	10.6121	0.00982201	86.4101	6.1509	8.7349	2.74611	0.417596	0.438988	0.697423	0.397975	20.9405	5.51988	0.0326129	0.292531	10.2778	2.55276	32.8486	0.592695	55.5547	6.35827	2.6511	-4.654749e+01	-1.047125e+03	-1.093673e+03
450	2807.56	15.4653	3.98558	15.3163	5.11011	9.71385	0.00963943	86.9323	5.95644	7.5275	2.37958	0.393236	0.396638	0.666578	0.386584	21.2621	2.72946	0.0693686	0.271687	6.28763	2.23961	35.3854	0.555761	46.2531	6.43698	3.02587	-4.567946e+01	-1.041614e+03	-1.087294e+03
460	2807.56	7.41709	4.01778	15.8064	5.35758	10.1087	0.00804084	88.0432	6.06009	9.35449	1.85872	0.271958	0.397442	0.606485	0.389881	20.9599	5.44067	0.095996	0.246718	3.83767	1.92198	36.8612	0.542618	50.1126	8.02328	3.38026	-4.649571e+01	-1.042684e+03	-1.089180e+03
470	2775.61	11.3379	4.01413	14.5766	5.42977	9.04751	0.00719875	88.0432	6.45517	9.85896	1.29122	0.296925	0.403214	0.640738	0.379297	20.9949	4.33318	0.0784317	0.257968	6.63492	3.47968	36.8612	0.487695	50.2323	6.95678	2.35706	-4.496861e+01	-1.045996e+03	-1.090965e+03
480	2743.87	20.6285	3.9485	10.4192	5.01929	8.62303	0.00754119	88.9161	6.34853	9.74217	2.0195	0.408518	0.324761	0.722141	0.357	20.3115	5.31847	0.0829121	0.240067	4.76092	2.44274	32.1133	0.479919	51.1087	7.34265	1.73321	-4.439693e+01	-1.046675e+03	-1.091072e+03
490	2708.85	14.3845	3.9649	12.8114	4.96705	8.73643	0.00815262	88.1266	5.57457	9.49178	1.32645	0.341127	0.365208	0.67322	0.361286	19.6123	5.02854	0.0844832	0.240067	7.07534	2.25816	32.5049	0.569114	53.3766	6.81198	2.2239	-4.429652e+01	-1.044670e+03	-1.088967e+03
500	2728.24	20.275	4.05038	10.574	5.252	8.67402	0.00815262	88.6427	4.87387	11.9209	1.95556	0.260889	0.440121	0.664685	0.36065	19.2676	2.91968	0.0844832	0.253902	2.55306	2.60151	36.4482	0.45711	51.1609	7.20356	3.19486	-4.649461e+01	-1.041912e+03	-1.088407e+03
510	2420.12	20.308	4.05238	14.2189	4.81758	9.12753	0.00815262	87.3102	5.5471	11.4749	1.30999	0.205814	0.398937	0.685245	0.359219	19.7856	3.50597	0.0861236	0.253902	7.45495	2.80571	36.3768	0.48012	37.1329	6.52485	3.20077	-4.534851e+01	-1.042736e+03	-1.088085e+03
520	2420.12	10.8669	4.12204	18.8813	4.83123	9.57712	0.00767626	87.4235	5.89036	7.91637	1.43335	0.152128	0.162483	0.607073	0.36201	21.4103	4.08973	0.101164	0.301434	8.6699	2.87411	35.3249	0.517978	46.578	6.45556	2.1408	-4.585902e+01	-1.042213e+03	-1.088072e+03
530	2420.12	9.39625	4.07127	17.8249	5.37083	9.37507	0.00754479	86.132	5.16312	10.7122	1.00184	0.127755	0.148467	0.650179	0.373152	21.74	3.78501	0.0920556	0.342509	12.8054	1.25026	38.312	0.6066	48.8586	5.05745	2.93421	-5.063445e+01	-1.042912e+03	-1.093547e+03
540	2420.12	11.5268	4.03537	10.8036	5.24931	9.22918	0.00770549	84.1774	5.3917	9.58667	2.94119	0.100297	0.18728	0.664996	0.371954	21.487	2.4721	0.0920556	0.300064	8.42115	2.26473	36.6153	0.507265	40.9905	7.11976	2.0102	-4.703269e+01	-1.042378e+03	-1.089411e+03
550	2322.92	10.7696	4.03044	7.13964	5.40956	9.32613	0.00710256	84.1762	5.77855	10.4979	2.58087	0.208648	0.213583	0.665175	0.396998	22.213	3.10258	0.119598	0.28911	11.2047	1.70991	33.5789	0.507265	48.6941	8.28733	2.387	-4.833476e+01	-1.042171e+03	-1.090506e+03
560	2323.59	17.8217	3.993	9.33928	5.39949	9.23563	0.00862907	82.8279	4.91559	8.03474	2.58775	0.252537	0.246155	0.772836	0.410677	22.5973	2.57056	0.165952	0.277873	8.07839	2.48229	28.8708	0.529689	55.8639	6.9147	3.66201	-4.790205e+01	-1.044394e+03	-1.092296e+03
570	2179.42	11.796	3.86508	10.8212	5.45447	9.27998	0.0102112	82.1804	4.35004	6.86359	2.9912	0.176272	0.290293	0.818768	0.408417	23.0284	1.48746	0.152157	0.195609	9.50776	4.07032	28.5931	0.509446	50.393	6.81841	3.01401	-4.894006e+01	-1.042779e+03	-1.091719e+03
580	2300.72	9.14253	3.86145	13.9557	4.91558	9.35222	0.00916929	84.3868	6.11183	7.78162	2.69831	0.299161	0.342436	0.897352	0.404741	21.7225	5.78681	0.159039	0.144735	11.886	4.40702	30.784	0.581053	65.2663	5.93578	3.38882	-4.828173e+01	-1.042754e+03	-1.091036e+03
590	2390.56	14.6009	3.86083	13.0706	5.13484	9.47762	0.00924386	85.2219	5.01436	11.771	2.44248	0.254259	0.507316	0.779733	0.399773	22.3184	3.643	0.162576	0.113367	3.58294	4.31775	31.3412	0.540089	61.9942	6.1797	4.0461	-4.664097e+01	-1.047184e+03	-1.093825e+03
600	2102.58	17.8577	3.87509	18.6969	5.07565	9.38907	0.00860232	85.0151	3.93924	7.95385	2.62789	0.20859	0.427253	0.707108	0.396063	22.1693	5.12483	0.172669	0.126647	5.60215	2.82094	25.1609	0.533425	57.8154	7.099	2.39832	-4.571566e+01	-1.042890e+03	-1.088605e+03
610	2102.58	13.28	3.79501	19.4967	4.94476	8.79189	0.0099035	86.7573	5.69211	7.98486	1.92676	0.149922	0.574927	0.627637	0.388292	20.5667	4.78747	0.137816	0.125001	5.65916	5.42409	25.1376	0.468651	50.9806	6.11043	3.00023	-4.323738e+01	-1.045569e+03	-1.088806e+03
620	2266.07	10.8041	3.78083	8.74954	4.64505	9.12974	0.0111559	88.8508	7.59212	6.49954	1.46012	0.189593	0.496503	0.706834	0.388023	21.2425	5.3559	0.160198	0.143685	12.4454	5.79356	23.2238	0.453404	45.4061	4.76668	2.74164	-4.366589e+01	-1.050096e+03	-1.093762e+03
630	2266.07	7.23139	3.78657	7.40018	4.56976	8.76392	0.00862976	91.625	11.3438	8.62382	2.31872	0.121495	0.633837	0.665659	0.364403	21.3576	7.13995	0.183372	0.0628809	9.39056	7.27634	27.8448	0.496641	46.6061	6.68989	3.01983	-4.841352e+01	-1.043848e+03	-1.092262e+03
640	2342.62	10.2451	3.78409	16.2231	4.56334	8.57956	0.00940863	91.4446	13.9693	9.96183	1.21565	0.140793	0.858085	0.749435	0.364403	20.5127	5.4255	0.183372	0.0527619	11.8245	8.95033	21.6704	0.517514	54.4068	6.88061	2.22138	-4.931301e+01	-1.048200e+03	-1.097513e+03
650	2626.7	15.0664	3.76949	15.363	4.28593	8.57956	0.00937096	92.0768	11.9029	9.71637	2.27329	0.21228	0.777366	0.636935	0.335034	21.3335	5.52355	0.181986	0.0914695	10.6698	9.13157	21.6704	0.54071	46.6828	6.62815	2.27676	-4.670078e+01	-1.044380e+03	-1.091080e+03
660	2843.59	11.0406	3.75088	8.64709	4.28464	8.46391	0.0105133	91.8312	13.8314	11.736	1.80109	0.259223	0.762456	0.747823	0.337569	21.1491	3.82004	0.165332	0.157073	13.4741	9.48146	21.7407	0.510568	46.3697	5.65766	3.83714	-4.848962e+01	-1.046676e+03	-1.095166e+03
670	2294.06	7.63397	3.78918	10.6216	4.0087	8.41914	0.011223	94.1739	10.9968	11.0209	2.08948	0.274591	0.854389	0.674669	0.316424	20.9712	4.91127	0.159882	0.148559	8.76034	7.26654	21.3953	0.550567	43.8106	6.31392	2.97882	-4.523799e+01	-1.046035e+03	-1.091273e+03
680	2199.72	7.89404	3.74609	10.9582	3.99428	8.43082	0.010214	94.9001	10.0662	11.6893	1.75175	0.249531	0.745075	0.753536	0.319892	21.9536	4.27068	0.147736	0.122798	7.88773	6.55943	21.3793	0.540374	53.2618	8.52565	2.19818	-4.525101e+01	-1.042933e+03	-1.088184e+03
690	2163.52	19.6685	3.71005	9.11574	3.78838	8.60556	0.00864024	94.3047	9.38072	10.5739	1.8815	0.0623486	0.532064	0.666642	0.329447	21.2337	4.58761	0.12924	0.18223	8.80219	7.14711	23.5249	0.549518	49.1845	7.12633	2.37986	-4.460830e+01	-1.042319e+03	-1.086927e+03
700	2174.36	16.9613	3.7195	10.5311	4.17552	8.58489	0.00824316	93.0797	8.70155	8.61359	1.21064	0.0292948	0.493539	0.635804	0.327736	20.673	4.99238	0.103906	0.222845	9.32688	6.11797	21.4105	0.54704	43.5076	6.59983	2.21749	-4.393950e+01	-1.045981e+03	-1.089921e+03
710	2368.95	18.7595	3.7195	8.68783	4.12044	8.58489	0.0101512	92.9765	8.00501	8.25132	1.2779	0.0897585	0.493539	0.63211	0.32968	21.041	3.02187	0.101274	0.211301	5.62548	6.1653	21.4105	0.516549	50.2703	7.14299	3.38723	-4.439348e+01	-1.044832e+03	-1.089225e+03
720	2411.97	10.6129	3.7195	10.4811	4.35025	8.47358	0.00929358	92.768	8.94959	10.839	1.85182	0.10751	0.448365	0.793866	0.321745	21.4106	4.22612	0.0867577	0.211301	8.74551	5.85268	24.1372	0.58634	53.3127	8.04219	2.30601	-4.492492e+01	-1.043747e+03	-1.088672e+03
730	2844.77	14.4291	3.7195	10.4733	4.56075	7.81702	0.0106022	90.9323	7.53316	9.64727	1.69651	0.275652	0.426596	0.852435	0.314486	19.9061	5.0503	0.0899306	0.222574	5.02261	6.97859	23.2321	0.57417	61.2031	5.29686	3.1185	-4.517974e+01	-1.046782e+03	-1.091961e+03
740	3195.18	15.7574	3.72594	13.7253	4.84339	7.81702	0.0111495	88.6203	6.75032	9.9759	2.20465	0.393735	0.465312	0.827829	0.317969	20.6484	4.16908	0.0799672	0.188371	11.9391	5.75635	23.2321	0.6376	66.6452	6.16949	2.15549	-4.708559e+01	-1.046175e+03	-1.093260e+03
750	2455.8	19.9983	3.76883	12.0238	5.24503	7.29335	0.0121643	89.051	6.32366	7.26399	1.70942	0.494341	0.600988	0.821912	0.314171	21.1115	4.42832	0.0847073	0.140457	4.75666	5.72518	21.0342	0.546908	64.4737	7.74953	4.36477	-4.691307e+01	-1.049192e+03	-1.096106e+03
760	2482.59	12.7657	3.74398	13.3706	5.21044	7.29335	0.0112943	89.1933	6.36431	9.32766	2.90622	0.445971	0.59693	0.75092	0.314147	21.9541	3.54296	0.0826303	0.180573	6.52099	4.32519	21.5542	0.634839	68.3135	6.20127	2.34213	-4.705418e+01	-1.044185e+03	-1.091240e+03
770	3340.05	17.6047	3.73052	17.4666	5.81849	7.28132	0.0102867	89.6102	6.25802	7.9958	2.0797	0.41311	0.451409	0.740687	0.315583	21.1921	2.84755	0.118233	0.219473	7.05936	5.74882	21.5542	0.629135	50.6562	7.82938	2.40771	-4.650610e+01	-1.045057e+03	-1.091563e+03
780	3382.66	12.3915	3.75013	8.46808	5.74945	7.5014	0.0115525	91.3766	9.09814	6.70448	2.42933	0.429002	0.533288	0.712619	0.324145	21.0177	1.67214	0.117771	0.20092	6.53266	5.21162	23.6433	0.542354	46.8934	7.50125	2.54737	-4.657426e+01	-1.046887e+03	-1.093461e+03
790	3125.62	16.9284	3.75252	19.4823	5.16502	7.18457	0.00949664	91.3641	6.73656	8.44807	2.10838	0.536769	0.581638	0.82414	0.321853	21.0177	3.76229	0.0844865	0.228974	9.17023	3.55178	24.9236	0.521494	46.8934	6.22536	3.27933	-4.607127e+01	-1.047163e+03	-1.093234e+03
800	3196.63	17.2489	3.74238	12.9868	5.37273	6.76837	0.00877439	89.4498	5.00874	11.8813	1.01317	0.539242	0.834852	0.625109	0.333839	21.0177	3.01257	0.0954612	0.196062	3.31024	4.51587	24.7035	0.408167	50.3886	7.69231	3.07671	-4.732587e+01	-1.041590e+03	-1.088916e+03
810	3657.52	9.64917	3.74276	12.0618	5.426	6.76837	0.00783538	88.3898	4.83045	11.3103	2.4023	0.563671	0.788557	0.627193	0.340789	20.553	3.00844	0.120761	0.131671	5.34473	4.73107	22.3854	0.328314	48.1105	5.62952	2.37416	-4.562609e+01	-1.045172e+03	-1.090798e+03
820	3534.63	7.54098	3.78534	15.466	5.4854	6.76837	0.00667615	90.1798	7.26517	8.05231	 1.17	0.515963	0.489409	0.605641	0.341823	21.0628	1.66146	0.111832	0.139405	4.37142	3.41915	29.0609	0.303836	48.5093	6.14879	2.94027	-4.655783e+01	-1.045483e+03	-1.092041e+03
