iter	GM_NInit(1)	GM_TIsolation(1)	GM_R0(1)	GM_c0(1)	GM_TLatent(1)	GM_TRecover(1)	GM_IFR(1)	GM_T50Testing(1)	GM_TauTesting(1)	GM_TTestingRate(1)	GM_TContactsTestingRate(1)	GM_FAsymp(1)	GM_TestingCoverage(1)	GM_TestSensitivity(1)	GM_ThetaMin(1)	GM_TauTheta(1)	GM_PwrTheta(1)	GM_HygienePwr(1)	GM_FracTraced(1)	GM_TPosTest(1)	GM_TFatalDeath(1)	GM_TauS(1)	GM_rMax(1)	GM_TauR(1)	alpha_Pos(1)	alpha_Death(1)	LnPrior	LnData	LnPosterior
1680	3109.85	7.99607	3.95302	16.3109	4.15086	6.33528	0.00713762	99.3075	10.3707	11.1741	2.03458	0.37303	0.167549	0.799875	0.3063	20.3849	4.74879	0.235992	0.299659	8.04968	6.02237	32.237	0.664747	47.0842	7.1017	3.05678	-4.670089e+01	-1.036364e+03	-1.083065e+03
1690	3284.66	18.5368	4.00082	16.5965	4.42479	6.33528	0.00650071	98.0052	11.9805	10.7698	2.81405	0.46203	0.205954	0.735106	0.315016	20.6108	6.0948	0.218148	0.299659	13.5483	5.59724	32.8728	0.75264	51.5352	7.1017	2.81406	-5.143104e+01	-1.040041e+03	-1.091472e+03
1700	3653.42	20.014	3.89549	13.5001	4.41998	6.25083	0.00654033	96.7911	11.2525	8.41752	2.96469	0.450072	0.125023	0.699036	0.321327	20.6108	4.09056	0.229545	0.300033	7.25865	5.71723	31.3814	0.733052	50.0985	7.92469	3.12502	-4.797401e+01	-1.037954e+03	-1.085928e+03
1710	3007.44	14.602	3.94906	11.3145	4.57632	5.9698	0.00674414	98.7235	11.7304	6.75684	2.6541	0.475013	0.178585	0.691055	0.327376	20.7669	3.25607	0.239574	0.300033	2.4608	7.05875	30.2643	0.654746	55.2434	6.01738	2.46891	-4.651699e+01	-1.040703e+03	-1.087220e+03
1720	2802.83	11.412	4.04167	9.91561	4.52976	5.61093	0.00591201	100.196	12.7923	3.36964	2.51032	0.560148	0.080748	0.686656	0.33624	20.7669	5.38557	0.249553	0.282087	8.54292	7.05875	36.7981	0.604489	49.3103	5.99127	3.68294	-4.953695e+01	-1.035903e+03	-1.085440e+03
1730	2802.83	19.645	4.05187	11.295	4.87749	5.56946	0.00731501	100.196	11.6782	2.86395	2.30211	0.559819	0.1217	0.613578	0.341021	20.9035	5.33926	0.262335	0.282087	4.5786	6.19463	38.4488	0.664349	43.612	5.61608	2.43342	-4.940559e+01	-1.041261e+03	-1.090666e+03
1740	2654.81	7.73494	4.05187	13.9585	4.70002	5.67318	0.00666084	100.867	10.3315	5.66297	1.37784	0.54892	0.193032	0.672729	0.353575	20.922	3.14703	0.292343	0.258106	3.13693	6.96743	37.7637	0.566209	50.5008	6.52977	2.77411	-4.569644e+01	-1.043325e+03	-1.089021e+03
1750	2487.77	15.2381	4.06088	15.8924	4.49199	5.77567	0.00689189	101.256	12.7686	6.76181	1.40455	0.504842	0.164895	0.738186	0.348104	21.0355	3.29562	0.292187	0.257534	5.39242	7.95205	36.1084	0.455396	40.3656	6.30467	3.84943	-4.691086e+01	-1.039152e+03	-1.086063e+03
1760	2743.44	14.336	4.06387	15.8525	4.46902	5.77567	0.00689421	101.261	13.4949	7.71523	1.58116	0.521663	0.0619023	0.804672	0.340174	21.1922	4.87111	0.279019	0.26528	7.88714	7.97767	38.3472	0.614122	52.2278	8.0872	3.65302	-5.056259e+01	-1.039561e+03	-1.090124e+03
1770	2680.14	14.9379	4.06544	12.6817	4.79787	5.82855	0.0071174	98.9385	11.1464	6.49096	1.29799	0.49276	0.315477	0.648303	0.335339	21.0499	4.11179	0.310592	0.18977	8.64082	8.43894	37.5826	0.717823	43.0511	6.7709	3.10628	-4.758138e+01	-1.036720e+03	-1.084302e+03
1780	2316.34	9.95071	4.15787	17.6731	4.53786	5.94206	0.00730676	99.4734	11.559	5.25234	2.02102	0.518198	0.192655	0.728281	0.334277	21.0499	5.53484	0.291242	0.203889	2.01501	7.55292	37.3731	0.562805	47.9417	6.13375	3.9981	-4.750685e+01	-1.039569e+03	-1.087076e+03
1790	2780.2	12.218	4.09032	12.7315	4.82862	6.46334	0.00765723	99.12	11.23	9.74725	1.63274	0.425915	0.271477	0.85373	0.330504	21.1461	4.62785	0.294655	0.217176	6.19297	8.22691	35.9714	0.555201	41.1328	7.78081	3.1103	-4.700875e+01	-1.037448e+03	-1.084456e+03
1800	2638.62	9.59951	4.11438	8.9635	5.14465	6.20834	0.00836915	101.221	13.406	8.12689	2.69941	0.471144	0.434839	0.889245	0.333736	21.177	3.08054	0.337488	0.154641	8.56714	7.8588	32.4663	0.515442	36.983	7.234	3.47395	-4.929630e+01	-1.040123e+03	-1.089419e+03
1810	2724.98	14.2182	4.1418	11.3569	4.87743	6.09107	0.00818798	102.556	11.2584	7.68179	2.46488	0.558604	0.499113	0.688596	0.335313	21.0126	4.47404	0.335867	0.204256	3.99902	7.93832	33.845	0.52676	36.983	6.99065	3.46563	-4.553480e+01	-1.038645e+03	-1.084180e+03
1820	2682.57	16.4888	4.14518	12.5263	4.85136	6.17288	0.00870625	102.357	12.6727	7.65033	1.97365	0.558604	0.42464	0.734198	0.337582	21.3128	3.67194	0.332424	0.198709	3.00249	7.37604	32.2565	0.49167	44.3295	5.17499	3.43785	-4.594867e+01	-1.042278e+03	-1.088226e+03
1830	2972.6	9.4822	4.13845	11.2278	4.85056	5.68531	0.00662853	103.001	12.6693	7.93135	1.22421	0.501792	0.314936	0.651306	0.329916	20.2506	4.29637	0.318862	0.23576	4.35726	8.6003	34.7361	0.537636	37.2171	5.70933	3.82279	-4.625190e+01	-1.041907e+03	-1.088159e+03
1840	2458.11	10.9258	4.16165	7.92304	4.70357	5.43069	0.00778792	103.577	11.7459	4.88356	1.2773	0.461433	0.263381	0.638753	0.319454	20.4871	3.94261	0.321849	0.238122	4.14659	9.9258	40.5814	0.652193	31.1516	5.9328	3.00857	-4.830560e+01	-1.039414e+03	-1.087720e+03
1850	1995.56	8.45385	4.21216	13.2965	4.47653	5.663	0.00793478	104.265	11.3618	5.56768	1.5814	0.39618	0.306891	0.695922	0.319744	20.4871	3.94261	0.31997	0.233486	8.05886	8.4909	41.0316	0.669093	30.1874	7.73462	5.18806	-4.773332e+01	-1.041487e+03	-1.089220e+03
1860	1800.75	7.36845	4.25083	10.5822	4.3006	5.50615	0.00630894	104.834	12.9401	9.05047	1.55007	0.309023	0.3379	0.752669	0.311425	20.7286	3.78691	0.335297	0.157464	8.32475	9.00628	43.8348	0.638984	31.1289	5.50938	5.71859	-4.890619e+01	-1.039666e+03	-1.088572e+03
1870	2226.77	9.58178	4.28884	12.137	4.54384	5.55048	0.00567481	104.335	11.7908	9.93022	1.45934	0.25759	0.358766	0.749996	0.306544	20.4283	4.19385	0.327373	0.10647	6.25413	10.1419	42.3789	0.72268	42.0314	6.59376	3.92205	-4.864340e+01	-1.034727e+03	-1.083371e+03
1880	2160.5	11.4556	4.24857	8.33364	4.85916	5.28842	0.00637099	105.063	11.2431	6.72377	1.94895	0.386903	0.383375	0.656521	0.307887	20.4283	5.6431	0.293771	0.143022	4.54139	9.62206	39.8221	0.731867	52.4632	8.71457	5.3034	-4.939569e+01	-1.037127e+03	-1.086522e+03
1890	2148.12	14.53	4.24857	18.327	5.02335	5.28842	0.00573927	104.831	11.1406	5.9475	2.0546	0.353438	0.28378	0.671105	0.303263	21.1406	4.83503	0.297547	0.125437	4.47823	8.74161	38.5774	0.654989	48.2582	7.39915	3.94926	-4.792981e+01	-1.034525e+03	-1.082455e+03
1900	2115.22	16.9132	4.25926	13.6574	5.03409	5.47835	0.00608785	104.818	12.815	5.54503	2.09703	0.142819	0.354871	0.613012	0.305739	20.4767	3.27586	0.297547	0.149134	6.82056	9.05904	37.3253	0.616755	46.3223	6.00214	3.66447	-4.772991e+01	-1.038184e+03	-1.085914e+03
1910	2065.08	7.36089	4.23424	10.5942	5.21375	5.58044	0.00660988	104.818	9.93773	5.38006	2.48191	0.314319	0.366857	0.767582	0.306783	20.4767	4.65653	0.305685	0.0976414	2.47298	6.9306	35.8349	0.645992	49.5095	8.37881	3.66447	-4.637462e+01	-1.038777e+03	-1.085151e+03
1920	1883.68	19.4356	4.19886	8.09594	4.82679	5.6034	0.00674245	103.984	9.27122	5.39862	2.32915	0.25159	0.341623	0.806101	0.303463	20.3876	3.99939	0.299228	0.0976414	1.68749	7.03773	36.2133	0.598252	43.805	8.1292	4.00097	-4.696706e+01	-1.039197e+03	-1.086164e+03
1930	1975.17	10.3167	4.25162	15.7969	4.83787	5.65626	0.00700486	104.375	10.651	5.36614	2.60133	0.260008	0.29855	0.69122	0.307696	20.1686	5.97609	0.306157	0.160758	3.77695	7.85605	34.2433	0.639779	52.4515	6.22697	4.87766	-4.669943e+01	-1.037173e+03	-1.083872e+03
1940	2243.37	14.1446	4.19963	12.4332	4.69623	5.67419	0.00546863	105.199	11.7052	4.64829	1.36532	0.311954	0.29736	0.660445	0.30234	20.5215	4.60992	0.308757	0.0863934	6.50827	9.32553	33.8134	0.648282	49.8006	8.53912	3.62307	-4.716226e+01	-1.037021e+03	-1.084183e+03
1950	1994.29	8.55639	4.19963	13.6532	4.4735	5.44415	0.00600422	105.199	10.6596	4.72837	1.86903	0.324737	0.23784	0.740024	0.301329	20.5215	5.29165	0.316547	0.0777571	4.97493	9.05327	35.8155	0.641626	50.9316	7.40388	3.42959	-4.653500e+01	-1.036758e+03	-1.083293e+03
1960	2046.98	14.1006	4.25512	15.9214	4.49046	5.4977	0.00720372	105.199	11.664	4.72144	1.33258	0.364281	0.234034	0.711736	0.298173	20.2831	4.87514	0.296538	0.151034	5.25163	8.96883	35.0657	0.606087	50.8034	7.36199	4.02601	-4.662517e+01	-1.035534e+03	-1.082159e+03
1970	1986.4	8.91692	4.23783	7.40735	4.5232	5.54253	0.00572479	104.081	12.5974	5.57265	1.49506	0.343508	0.177788	0.683456	0.311743	20.3145	5.22479	0.286591	0.241919	6.50045	8.44439	35.8454	0.564014	47.843	5.40773	4.61897	-4.721427e+01	-1.036572e+03	-1.083786e+03
1980	1963.64	13.5153	4.24492	10.7759	4.24531	5.3689	0.00475265	104.546	12.7636	7.62029	2.91711	0.334631	0.150664	0.753535	0.301532	20.8638	4.83912	0.292721	0.215374	4.7526	6.90227	34.352	0.558441	50.8821	6.66038	4.2712	-4.713804e+01	-1.033759e+03	-1.080897e+03
1990	1961.14	14.9984	4.17913	13.2795	4.11545	5.20963	0.00472423	103.948	11.4127	11.6387	1.75834	0.378455	0.240337	0.732312	0.304	20.4458	4.23463	0.273084	0.215031	5.95717	7.07217	33.4499	0.545133	53.4778	7.85391	3.36497	-4.626392e+01	-1.035202e+03	-1.081466e+03
2000	1786.08	10.7634	4.2294	15.272	4.49489	5.08479	0.00449842	100.409	10.0121	7.5279	1.90995	0.21171	0.210901	0.624206	0.296568	20.1454	5.41129	0.249508	0.215031	7.07021	7.77327	35.9112	0.688652	59.0423	6.36299	3.70113	-4.724352e+01	-1.036049e+03	-1.083293e+03
