iter	GM_NInit(1)	GM_TIsolation(1)	GM_R0(1)	GM_c0(1)	GM_TLatent(1)	GM_TRecover(1)	GM_IFR(1)	GM_T50Testing(1)	GM_TauTesting(1)	GM_TTestingRate(1)	GM_TContactsTestingRate(1)	GM_FAsymp(1)	GM_TestingCoverage(1)	GM_TestSensitivity(1)	GM_ThetaMin(1)	GM_TauTheta(1)	GM_PwrTheta(1)	GM_HygienePwr(1)	GM_FracTraced(1)	GM_TPosTest(1)	GM_TFatalDeath(1)	GM_TauS(1)	GM_rMax(1)	GM_TauR(1)	alpha_Pos(1)	alpha_Death(1)	LnPrior	LnData	LnPosterior
1680	2971.53	9.011	3.30166	15.2446	3.87687	8.38994	0.00773446	84.6832	5.29868	6.35839	2.45469	0.560183	0.140969	0.854902	0.498801	23.4088	4.38938	0.293134	0.254149	4.68655	2.43897	24.4259	0.548706	58.0213	6.29444	2.54088	-4.685702e+01	-1.045230e+03	-1.092087e+03
1690	3209.73	8.16591	3.2801	11.7821	3.78518	8.44798	0.00920462	84.3272	4.68429	5.48181	2.12828	0.542646	0.0827568	0.867992	0.50371	24.3403	2.78848	0.345727	0.254149	4.93821	2.20443	25.0442	0.642456	60.431	5.80174	2.59661	-5.041880e+01	-1.041936e+03	-1.092355e+03
1700	3263.64	8.67059	3.36658	16.6586	3.83749	8.82913	0.00836946	85.4708	5.15777	9.69271	2.0407	0.514487	0.240799	0.759746	0.492328	23.3245	2.75519	0.335031	0.254149	7.27182	1.94297	24.3985	0.678704	54.1398	7.50037	2.98218	-4.794058e+01	-1.041059e+03	-1.089000e+03
1710	4385.62	7.83506	3.38142	18.0329	4.19388	8.63052	0.00799673	84.2456	4.14465	5.71399	2.27447	0.489503	0.222474	0.632018	0.474515	21.9322	3.5676	0.339107	0.254149	13.9408	4.31773	23.8242	0.789967	47.5696	9.11176	2.2946	-4.833170e+01	-1.044748e+03	-1.093080e+03
1720	4983.05	9.88178	3.39486	12.8782	3.88068	8.90205	0.00868172	84.7969	6.21677	7.61398	2.7386	0.565668	0.166984	0.799478	0.474515	23.6592	4.3467	0.401389	0.254149	12.822	4.77113	27.6449	0.748103	45.3035	6.0313	3.19963	-4.952273e+01	-1.043778e+03	-1.093301e+03
1730	4992.79	11.7053	3.3812	14.6164	4.10392	9.06533	0.00832202	85.8905	6.20883	5.14691	1.88425	0.486968	0.10976	0.784377	0.470875	21.7691	2.62104	0.318553	0.256537	5.78595	4.85689	27.8986	0.660984	47.8628	4.66089	3.38375	-4.549076e+01	-1.049322e+03	-1.094813e+03
1740	5262.93	9.01761	3.41142	17.2603	4.26283	8.62593	0.00674519	87.6142	5.71158	8.7669	2.4214	0.486698	0.198929	0.70607	0.462358	21.5201	4.1806	0.334842	0.256537	8.55316	3.3488	27.8986	0.734374	53.6201	8.48901	2.32716	-4.604674e+01	-1.043671e+03	-1.089717e+03
1750	5439.85	10.2542	3.44752	19.3995	4.23281	8.78377	0.00813731	86.7795	5.86078	11.4843	2.17161	0.48416	0.425265	0.60616	0.460197	20.8572	3.0797	0.334997	0.273717	7.11462	4.43759	27.4873	0.892335	53.6201	5.84917	2.32103	-4.950112e+01	-1.044739e+03	-1.094240e+03
1760	5463.83	8.34356	3.47363	15.9407	4.51372	8.96449	0.00821725	87.4648	4.53729	9.32368	2.82185	0.470511	0.361637	0.628154	0.460197	20.1628	4.12689	0.34258	0.26828	4.59642	2.89234	28.7063	0.892335	49.9347	6.34392	3.15603	-4.810360e+01	-1.042688e+03	-1.090792e+03
1770	5463.83	7.21751	3.47496	14.1682	4.53274	9.46115	0.00879456	87.9698	5.97108	9.0871	2.21041	0.397049	0.277791	0.616139	0.468478	19.4284	2.66454	0.354156	0.310035	7.7048	2.89282	27.987	0.782212	47.9376	5.36358	3.72738	-4.621082e+01	-1.053220e+03	-1.099431e+03
1780	5339.66	8.19129	3.36196	11.0004	4.5563	8.64233	0.00866981	87.0176	5.16592	8.39064	1.5081	0.351536	0.215455	0.631102	0.470205	20.812	4.04962	0.338907	0.310035	11.9455	4.124	27.4898	0.753404	43.4215	4.82938	3.01515	-4.592077e+01	-1.046954e+03	-1.092875e+03
1790	5536.61	12.5193	3.37495	7.02161	5.51743	8.10603	0.00948587	87.6278	5.01489	7.49333	1.26279	0.41908	0.217701	0.729246	0.454492	21.5043	2.08311	0.358523	0.285415	5.30763	3.16724	27.9564	0.739944	37.6075	5.36844	3.17986	-4.845247e+01	-1.044312e+03	-1.092765e+03
1800	5144.42	11.2688	3.35244	8.79872	5.98279	7.90552	0.00948587	86.8934	5.46706	5.42913	2.06987	0.281192	0.172355	0.804158	0.449962	21.878	3.13116	0.343634	0.261172	12.5024	5.04815	31.9309	0.836538	32.0117	7.12903	2.16139	-5.128814e+01	-1.046520e+03	-1.097808e+03
1810	5162.54	15.2661	3.29519	14.064	5.73375	7.74347	0.00907158	86.244	6.77568	7.28424	1.95209	0.350616	0.171836	0.801886	0.462188	21.878	2.69937	0.29295	0.252528	13.0561	5.29573	33.5282	0.795312	46.8555	6.99453	4.4255	-5.047045e+01	-1.045309e+03	-1.095780e+03
1820	5387.22	20.0136	 3.33	9.89662	5.59026	8.1831	0.00835699	85.6153	5.62287	9.68649	2.12045	0.334815	0.185312	0.798764	0.461516	22.3253	3.83744	0.328669	0.230326	10.8047	4.42373	30.9736	0.680771	42.1677	5.77485	2.6775	-4.815435e+01	-1.043298e+03	-1.091452e+03
1830	5205.39	11.6965	3.29342	7.49579	5.6777	7.93978	0.00687399	87.2106	6.91764	11.7661	2.29723	0.314754	0.251004	0.846273	0.474133	21.0387	3.91994	0.316053	0.230326	6.29747	4.14213	31.3725	0.720039	53.9617	6.33753	3.55391	-4.846884e+01	-1.046188e+03	-1.094656e+03
1840	5309.98	11.6573	3.35538	11.9296	5.99442	8.45314	0.00737134	88.2794	6.94419	7.70298	2.31016	0.298037	0.306231	0.686426	0.486181	20.9629	3.55089	0.265949	0.231474	4.04578	3.52764	29.0793	0.587508	61.1982	6.08626	3.9354	-4.531660e+01	-1.050688e+03	-1.096005e+03
1850	4764.48	8.96757	3.36403	15.429	6.44167	8.45314	0.00819089	88.738	6.36574	8.94941	1.21551	0.299963	0.473632	0.679728	0.485093	21.4321	5.24417	0.275086	0.231474	11.3506	3.61226	31.8137	0.735495	42.7595	6.43312	2.90873	-4.868218e+01	-1.045570e+03	-1.094252e+03
1860	4417.46	8.93538	3.35247	13.3551	6.30803	8.33839	0.00833167	86.109	5.93102	11.6767	2.58064	0.233861	0.550175	0.648357	0.485093	21.2636	5.33228	0.282821	0.194334	10.7913	3.90456	33.2716	0.644719	47.1912	6.90759	3.2566	-4.820974e+01	-1.045978e+03	-1.094188e+03
1870	4191.67	9.68715	3.34956	13.2993	5.87465	8.2387	0.0077548	84.8327	4.04017	9.07634	2.52111	0.19131	0.426896	0.676809	0.481885	21.0268	5.14353	0.287866	0.194334	10.1741	4.23105	33.2716	0.567717	35.2267	5.24079	2.69733	-4.528719e+01	-1.046531e+03	-1.091818e+03
1880	3941.63	9.11261	3.37755	12.4081	5.77092	8.69531	0.00959901	86.9646	5.42635	7.86022	1.39867	0.37391	0.449973	0.686954	0.489295	20.8829	4.96363	0.260212	0.207957	6.73701	3.66728	29.2316	0.567717	38.377	8.13813	2.37242	-4.389672e+01	-1.044534e+03	-1.088430e+03
1890	3903.26	8.03692	3.39982	8.60717	5.62965	8.5812	0.00906369	86.9947	5.1801	9.071	1.73791	0.459004	0.47577	0.705264	0.488381	21.6954	2.76164	0.260212	0.234521	5.10003	1.47773	27.4863	0.59426	49.9679	7.18565	2.48222	-4.614823e+01	-1.042232e+03	-1.088381e+03
1900	3768.39	14.2812	3.38689	19.2308	5.32241	8.03693	0.00881471	86.7479	4.31202	7.54143	2.81707	0.418479	0.441417	0.620896	0.495512	20.1362	4.56746	0.270958	0.245784	2.13154	2.99059	22.1233	0.59426	58.8677	6.73148	3.02837	-4.583554e+01	-1.042692e+03	-1.088527e+03
1910	3533.48	11.9308	3.35912	19.8779	5.00709	7.00878	0.0092295	88.3212	5.20925	7.89408	2.22238	0.393858	0.34263	0.601031	0.495512	18.3434	4.74074	0.270958	0.264482	3.66221	3.63032	30.5475	0.59426	58.7111	 4.84	2.48179	-4.381888e+01	-1.049172e+03	-1.092991e+03
1920	3403.23	7.7269	3.30907	12.1133	5.08294	6.70598	0.00756246	90.1872	6.90141	8.85356	1.87784	0.284261	0.376533	0.75092	0.478768	19.0961	3.41525	0.334682	0.211709	4.39972	5.47228	33.8275	0.629993	42.1125	7.39035	2.46763	-4.222840e+01	-1.044391e+03	-1.086619e+03
1930	3403.23	8.64396	3.29577	14.2367	4.94168	6.55501	0.00744324	89.3954	6.66613	8.51813	1.51766	0.279814	0.327423	0.70745	0.481333	19.1123	3.17826	0.334682	0.217535	2.5666	4.26969	29.849	0.52209	49.9988	7.55928	4.05891	-4.225994e+01	-1.045331e+03	-1.087590e+03
1940	3055.31	9.27215	3.37582	14.9282	4.93108	6.57796	0.00749101	87.6511	5.19617	11.2702	1.44922	0.21992	0.318842	0.742427	0.481333	18.0285	3.76069	0.33492	0.217535	7.64664	2.53465	30.6835	0.489561	50.9688	6.12235	2.89226	-4.305458e+01	-1.043467e+03	-1.086522e+03
1950	3112.31	16.849	3.33323	8.68051	5.28041	6.57796	0.00742591	89.9039	6.44376	8.79432	1.20219	0.116245	0.24725	0.811702	0.475691	18.3425	3.92876	0.33492	0.242827	7.85248	4.70456	30.557	0.511907	30.7365	6.74376	3.35205	-4.458030e+01	-1.050006e+03	-1.094587e+03
1960	3925.57	14.9486	3.30352	8.10934	4.60286	6.85082	0.00690553	90.7423	8.11626	9.33092	2.89701	0.306967	0.296642	0.650798	0.482894	19.1938	3.35657	0.346087	0.244469	3.56585	5.5061	33.5401	0.683648	53.3131	7.13922	2.65081	-4.441439e+01	-1.044410e+03	-1.088824e+03
1970	3435.24	10.9073	3.33782	10.932	4.52489	6.78772	0.00737605	89.207	4.92696	7.48063	1.60387	0.246051	0.283537	0.610887	0.482057	18.4022	3.61011	0.36375	0.298771	3.65734	2.59704	21.4778	0.664514	54.1307	6.93582	3.9145	-4.397512e+01	-1.044316e+03	-1.088292e+03
1980	3557.42	10.9707	3.33337	12.3861	4.0157	7.20392	0.00682292	88.4051	6.29312	9.35779	2.24511	0.232109	0.250206	0.610284	0.485074	18.4022	1.86823	0.36375	0.27977	4.2096	2.59462	25.1897	0.605197	49.3276	7.67027	3.34485	-4.411604e+01	-1.042726e+03	-1.086842e+03
1990	3859.3	9.64105	3.31592	14.3202	3.97277	7.20392	0.00640213	87.5994	5.33417	11.1933	1.22455	0.25199	0.0776517	0.630282	0.480922	18.4022	4.60383	0.369013	0.27977	4.97842	3.52644	26.1572	0.605197	53.1406	4.73762	3.79972	-4.435019e+01	-1.049033e+03	-1.093383e+03
2000	3776.58	12.2866	3.3176	7.53433	3.96868	7.09108	0.00548134	88.6925	4.71287	4.43482	1.56614	0.215968	0.103015	0.687084	0.487248	17.7199	3.93638	0.369013	0.232758	3.46076	1.20437	28.2472	0.558798	61.946	7.20632	2.89433	-4.595142e+01	-1.043698e+03	-1.089649e+03
