iter	GM_NInit(1)	GM_TIsolation(1)	GM_R0(1)	GM_c0(1)	GM_TLatent(1)	GM_TRecover(1)	GM_IFR(1)	GM_T50Testing(1)	GM_TauTesting(1)	GM_TTestingRate(1)	GM_TContactsTestingRate(1)	GM_FAsymp(1)	GM_TestingCoverage(1)	GM_TestSensitivity(1)	GM_ThetaMin(1)	GM_TauTheta(1)	GM_PwrTheta(1)	GM_HygienePwr(1)	GM_FracTraced(1)	GM_TPosTest(1)	GM_TFatalDeath(1)	GM_TauS(1)	GM_rMax(1)	GM_TauR(1)	alpha_Pos(1)	alpha_Death(1)	LnPrior	LnData	LnPosterior
330	6736.96	10.7875	2.74338	7.77145	4.53211	6.00007	0.00458647	85.0108	4.61708	11.2164	2.47942	0.432808	0.275295	0.657702	0.497939	20.7424	4.48233	0.152391	0.132	7.09545	3.13836	45.8552	0.571525	41.1761	7.08675	3.81581	-4.761098e+01	-1.039607e+03	-1.087218e+03
340	 7169	8.72285	2.72131	16.4598	4.21424	6.09819	0.00480325	86.3567	5.23198	8.88543	1.98702	0.395855	0.212998	0.625327	0.497827	19.4166	5.62402	0.156369	0.105572	4.56278	5.93586	45.213	0.596091	48.9015	5.47972	2.87841	-4.604964e+01	-1.046157e+03	-1.092207e+03
350	6752.24	7.83944	2.71609	13.7008	4.18361	6.23725	0.00434527	84.5164	5.12072	6.93011	2.05973	0.447286	0.184991	0.671491	0.502669	19.5076	2.59478	0.122947	0.129772	7.74562	3.35771	41.2002	0.565601	54.4343	5.41044	2.4174	-4.474576e+01	-1.043433e+03	-1.088179e+03
360	6033.35	8.14673	2.69956	15.3225	4.30801	6.19989	0.00434527	86.1582	5.34794	10.0944	2.91218	0.312974	0.262573	0.653151	0.499671	19.5076	3.25493	0.122408	0.136503	2.51795	2.51978	37.7035	0.439506	53.2538	6.43023	2.76173	-4.451087e+01	-1.042879e+03	-1.087390e+03
370	6469.4	7.64949	2.69393	11.6981	4.47704	6.05795	0.00434527	87.389	5.49469	11.7608	1.58701	0.410363	0.263694	0.672357	0.493796	19.9047	4.20655	0.0867266	0.162767	4.24462	3.54454	38.7981	0.443684	42.8914	7.01193	2.76173	-4.460028e+01	-1.042286e+03	-1.086886e+03
380	6800.88	10.9534	2.67436	11.014	4.44711	6.01593	0.00555153	87.1431	5.38217	7.63025	2.68324	0.401595	0.299913	0.635393	0.48019	19.9047	4.93115	0.0977584	0.164625	8.96051	4.84329	40.262	0.612172	38.726	6.24067	2.50903	-4.495111e+01	-1.041819e+03	-1.086770e+03
390	7058.75	17.0858	2.68249	14.0053	4.44711	6.59772	0.00555153	85.6259	4.48004	10.9872	2.71796	0.292758	0.288772	0.607137	0.489778	20.0996	2.21184	0.0951162	0.164198	5.36891	3.26157	40.7245	0.699014	44.5029	6.85186	2.49523	-4.776690e+01	-1.040916e+03	-1.088683e+03
400	6226.75	20.274	2.76995	18.1233	4.44711	6.3236	0.00491082	84.8551	4.14077	9.26953	2.55782	0.33356	0.288772	0.640157	0.489664	18.2361	2.10089	0.106919	0.130444	2.33275	3.69465	37.829	0.594821	58.5739	7.98865	3.52095	-4.744447e+01	-1.042500e+03	-1.089944e+03
410	6156.9	8.80774	2.77228	13.8099	4.41028	6.78535	0.00490103	84.5043	3.9145	11.4231	1.72353	0.293661	0.209337	0.663387	0.481588	19.3988	4.063	0.0684632	0.153863	6.36996	2.69534	33.9214	0.479604	63.6669	7.7189	2.11468	-4.527132e+01	-1.042088e+03	-1.087359e+03
420	5405.75	10.165	2.82754	10.7392	4.50384	6.78535	0.00541642	83.8627	4.51109	8.65549	2.73638	0.372072	0.188194	0.763068	0.489471	18.8312	5.5951	0.0683209	0.160225	7.29995	2.70305	36.73	0.365509	53.2014	7.58755	2.64411	-4.527011e+01	-1.042094e+03	-1.087364e+03
430	5069.68	7.33189	2.81062	16.3709	 4.65	6.47908	0.00587552	84.0314	4.98994	6.43798	1.33274	0.335625	0.226213	0.667917	0.506517	18.5837	2.96814	0.0868909	0.160225	12.981	4.32709	34.5745	0.324916	48.3767	5.95709	2.92759	-4.457983e+01	-1.043890e+03	-1.088469e+03
440	5283.99	13.6447	2.80449	16.9592	5.56308	6.48735	0.00622738	84.7966	3.87045	10.1671	2.37061	0.320392	0.406428	0.734914	0.493261	21.1014	3.47559	0.0807432	0.164045	5.53746	2.23538	23.464	0.315635	52.2387	5.79946	4.36418	-4.658132e+01	-1.047471e+03	-1.094052e+03
450	4699.27	17.6083	2.74271	18.7523	4.89778	6.72734	0.00571781	84.6476	4.14503	8.87272	2.1745	0.346076	0.284739	0.784691	0.50097	22.9994	2.52998	0.0851561	0.164045	9.46425	2.15242	26.1737	0.364533	44.5721	5.33635	2.62853	-4.790714e+01	-1.044076e+03	-1.091983e+03
460	5652.89	19.54	2.72593	17.6486	5.08045	6.40708	0.00483806	85.9915	4.25507	10.5485	2.69167	0.281232	0.22055	0.730364	0.482303	21.9858	5.29222	0.0837665	0.1307	4.35449	2.89607	27.3458	0.376261	60.5484	9.6874	3.29965	-4.843284e+01	-1.046657e+03	-1.095090e+03
470	5312.94	19.0316	2.72693	12.1335	5.26873	6.14577	0.0048806	86.3544	3.71214	6.0884	1.56752	0.294655	0.22055	0.699754	0.48008	21.0941	4.25948	0.0854933	0.107479	2.42766	2.27489	30.1996	0.504636	64.0561	9.86789	4.13296	-4.751694e+01	-1.043156e+03	-1.090672e+03
480	5765.34	16.2701	2.7189	9.64284	5.68147	6.03503	0.00565773	88.1552	4.52249	8.21055	1.43066	0.21021	0.32938	0.780482	0.472784	20.1606	5.11415	0.0933875	0.101995	1.99359	3.49768	25.556	0.506639	66.627	7.41384	2.93141	-4.756946e+01	-1.043446e+03	-1.091016e+03
490	6965.13	19.1065	2.73291	11.1827	5.6657	6.98197	0.00617175	85.2873	3.75762	9.94823	1.73458	0.250906	0.30183	0.850601	0.463609	19.7555	2.86949	0.0355052	0.0957909	5.35345	3.29933	 30.7	0.420037	55.6559	6.62431	3.12047	-4.797551e+01	-1.041520e+03	-1.089495e+03
500	6879.9	11.5979	2.67136	7.10646	5.38047	6.71685	0.00477325	82.759	3.68296	9.73463	1.53871	0.193855	0.30183	0.760691	0.46627	21.0396	3.03701	0.0353605	0.0615141	13.8826	4.03707	30.0369	0.452334	56.8945	8.38446	2.74291	-4.945281e+01	-1.043629e+03	-1.093082e+03
510	6172.96	9.58079	2.63166	13.4997	4.92684	6.77979	0.00477325	83.4693	3.9004	9.33368	2.8368	0.123271	0.303454	0.729639	0.471323	20.1899	2.37705	0.0501074	0.103834	13.9228	2.51541	23.1206	0.404279	43.7381	8.31914	2.21073	-4.680573e+01	-1.045380e+03	-1.092186e+03
520	 6173	9.89873	2.64629	13.0828	4.60007	6.67929	0.00478384	83.9268	3.79528	9.43034	2.79491	0.169077	0.325218	0.629721	0.469978	20.6055	5.58411	0.0563553	0.119175	10.5399	3.98765	28.0151	0.343941	35.9966	5.81813	2.85143	-4.603515e+01	-1.044169e+03	-1.090204e+03
530	6008.8	8.56552	2.65278	12.7915	4.74529	6.78873	0.00466848	84.6655	4.13624	11.263	2.70448	0.163428	0.375015	0.624705	0.477612	21.2653	5.26355	0.0324364	0.135004	11.3306	2.89908	28.5631	0.395691	45.9684	7.87948	2.33789	-4.711355e+01	-1.043337e+03	-1.090451e+03
540	4979.61	9.08323	2.68875	8.97562	4.60795	6.98282	0.00546863	84.0092	4.66601	8.83002	2.93712	0.131194	0.375015	0.673587	0.479792	20.141	2.3998	0.0298934	0.143499	9.70919	3.23171	25.2945	0.463946	50.5825	7.36531	2.49545	-4.534927e+01	-1.044638e+03	-1.089987e+03
550	5462.04	7.56248	2.68875	7.66477	4.76563	6.51666	0.00597921	82.4666	4.63097	8.87391	2.93963	0.256691	0.270421	0.705179	0.467966	21.3745	5.19823	0.0629904	0.148216	11.7633	3.7439	25.1199	0.596737	61.7951	9.17917	3.97382	-4.790957e+01	-1.048613e+03	-1.096523e+03
560	5741.23	8.44908	2.68875	17.9387	4.96756	7.0656	0.00597921	82.5753	2.76842	6.56931	1.94439	0.258658	0.224723	0.711646	0.462138	23.2009	1.70003	0.0707161	0.12858	11.9047	2.75753	26.403	0.629653	50.229	7.37219	2.12656	-4.976349e+01	-1.042651e+03	-1.092414e+03
570	5460.34	9.15684	2.67409	12.2549	5.21572	7.41842	0.00609647	82.2512	2.55812	8.51609	2.53893	0.210004	0.224723	0.753442	0.495446	22.0838	4.92283	0.0296944	0.152562	11.5955	2.46859	28.4216	0.625072	57.1918	8.63952	2.77852	-4.903695e+01	-1.042049e+03	-1.091086e+03
580	5686.32	9.07566	2.66177	19.9641	4.83273	8.17962	0.00609995	82.7881	2.92136	8.99188	1.68852	0.156654	0.308187	0.725592	0.490295	23.0928	2.0473	0.0219558	0.152336	12.0637	1.60823	28.7471	0.589306	42.7471	9.07187	2.77852	-5.145495e+01	-1.043399e+03	-1.094853e+03
590	7427.31	15.6932	2.67964	14.0342	4.87054	8.01244	0.00603261	83.3965	3.77168	10.572	1.84219	0.177185	0.231534	0.730002	0.466805	22.127	2.32159	0.0382056	0.154002	13.4384	3.96398	32.7217	0.588297	48.7579	5.14973	4.20653	-4.900818e+01	-1.044888e+03	-1.093897e+03
600	7134.92	10.5102	2.79784	18.5838	5.25184	7.35445	0.00603261	83.3668	2.80959	10.6018	1.73712	0.351879	0.288792	0.792198	0.47479	20.3506	3.71261	0.0918823	0.155951	13.2569	2.0824	32.1663	0.651805	50.2744	6.7696	2.68929	-4.830725e+01	-1.041583e+03	-1.089890e+03
610	7307.63	7.83954	2.75168	12.1707	4.7273	7.53967	0.00507946	82.9692	3.62806	10.3165	1.27592	0.347495	0.196938	0.842332	0.492596	21.7052	2.56504	0.121522	0.105973	13.0538	1.8945	32.2458	0.594435	61.4216	8.1989	2.09823	-4.972105e+01	-1.043597e+03	-1.093318e+03
620	6784.13	9.62986	2.76654	8.02748	5.05278	7.45642	0.0059192	82.9692	3.62404	8.58096	1.9995	0.347495	0.285236	0.682528	0.491154	21.4405	4.2087	0.105799	0.161938	11.1274	3.60798	27.4464	0.548713	51.0136	5.57374	2.66902	-4.514645e+01	-1.043665e+03	-1.088812e+03
630	7207.33	13.6802	2.8003	9.09489	4.78963	7.62789	0.00609496	83.048	3.06521	10.7485	1.29552	0.359417	0.378678	0.666236	0.494738	19.1925	4.19319	0.117137	0.127678	12.3573	3.15842	31.4288	0.583804	59.9061	5.64088	2.51001	-4.607452e+01	-1.043349e+03	-1.089424e+03
640	8260.77	17.961	2.829	7.81362	5.52698	6.95375	0.00671394	84.5378	2.99854	10.8734	1.77616	0.526943	0.493604	0.681835	0.504674	19.6665	3.26699	0.193007	0.15238	9.46856	2.9362	24.3117	0.547601	57.432	6.1796	2.92128	-4.719025e+01	-1.042365e+03	-1.089555e+03
650	7729.55	12.2114	2.86185	11.7945	5.34321	7.25922	0.00741406	85.2381	2.86267	7.85371	2.07005	0.524737	0.459102	0.666892	0.504674	19.8895	2.05797	0.193007	0.13634	6.13199	2.10791	32.5153	0.661055	58.0814	7.30919	2.79339	-4.721605e+01	-1.041234e+03	-1.088450e+03
660	7842.91	12.058	2.92845	16.6601	5.26282	7.25922	0.00693733	86.5767	4.0243	10.8007	1.27791	0.552684	0.438371	0.695949	0.496907	20.9349	3.11206	0.200312	0.163499	7.17133	2.39051	30.5189	0.684783	62.4938	6.57771	2.85494	-4.796422e+01	-1.041523e+03	-1.089487e+03
670	6741.17	7.94118	2.94557	10.7665	5.50229	7.3634	0.00717751	86.6333	4.23791	10.0934	1.12607	0.492692	0.375742	0.758826	0.494003	20.9349	3.2135	0.210551	0.169786	8.90801	2.79886	30.4974	0.797242	61.6148	5.60734	2.32033	-4.878885e+01	-1.044190e+03	-1.092979e+03
680	7184.04	11.6835	2.94617	10.6146	5.62967	7.25866	0.00701693	86.5372	5.2468	10.1976	1.67581	0.477001	0.324427	0.752008	0.489342	20.4772	4.28577	0.210551	0.182385	3.96011	3.61131	32.2608	0.643307	54.3693	7.5292	3.47054	-4.571206e+01	-1.043924e+03	-1.089636e+03
690	6606.42	18.4309	2.9721	15.9449	5.34202	7.07824	0.00734701	87.1554	4.40638	11.5679	1.71371	0.268017	0.263816	0.832089	0.477879	17.4782	2.06298	0.222683	0.249398	4.50303	2.46034	24.7605	0.618517	47.6272	7.94835	4.23259	-4.806624e+01	-1.044991e+03	-1.093057e+03
700	6661.35	17.8548	2.96606	10.1099	5.14145	6.99809	0.00618784	87.3972	4.40638	9.16646	1.98669	0.158847	0.203879	0.654807	0.458171	19.2855	4.56866	0.242584	0.258121	5.86182	1.9761	22.2027	0.548117	42.7196	5.78716	1.89215	-4.418661e+01	-1.050488e+03	-1.094674e+03
710	6320.28	11.467	2.91742	16.3259	5.31556	6.92083	0.00659663	88.8943	5.7733	5.67765	2.08814	0.174037	0.163064	0.683136	0.461872	18.8262	5.07356	0.19073	0.228061	8.15526	3.73232	23.4474	0.621176	46.7323	6.76874	2.08669	-4.403425e+01	-1.046406e+03	-1.090440e+03
720	5693.27	12.515	2.97427	10.5416	4.84953	6.89868	0.00593375	88.137	4.60272	7.39717	2.76963	0.18453	0.20041	0.667298	0.46883	18.6403	2.8086	0.181913	0.227416	2.22806	1.62102	30.9335	0.56829	47.4141	5.83699	3.54342	-4.479033e+01	-1.041859e+03	-1.086649e+03
730	5819.8	9.7279	2.98812	17.0703	4.94794	7.11666	0.00634774	88.403	5.10153	6.78898	2.14909	0.242348	0.277684	0.68185	0.468042	18.8216	3.04851	0.163047	0.210024	1.76242	3.77081	30.5108	0.463708	46.9838	4.96909	3.36788	-4.295266e+01	-1.049526e+03	-1.092479e+03
740	6077.84	11.578	2.98963	18.1174	4.91516	7.32153	0.00750932	87.5194	6.61189	7.7034	1.79867	0.27885	0.298973	0.713032	0.465828	18.8216	3.20919	0.163047	0.201563	12.1922	3.75225	31.0727	0.66073	50.8158	5.09935	2.74286	-4.412122e+01	-1.048113e+03	-1.092234e+03
750	6203.32	10.0441	2.96686	15.7731	5.21531	7.8593	0.00678032	89.0805	6.60622	6.77213	1.47176	0.0373056	0.157038	0.690211	0.464763	18.3458	4.71062	0.156614	0.235318	8.97585	4.832	32.6086	0.69318	55.4029	5.71291	3.87464	-4.562159e+01	-1.046321e+03	-1.091943e+03
760	6866.68	10.1441	2.94883	11.5003	5.01351	8.74467	0.00776772	86.1807	6.44061	8.57888	2.48113	0.152357	0.139903	0.702303	0.47403	20.0649	3.00483	0.154046	0.233594	10.8679	5.37763	32.6086	0.650736	49.5543	6.63117	2.6951	-4.521082e+01	-1.047718e+03	-1.092929e+03
770	7027.52	10.834	2.96738	12.1929	4.21558	8.70528	0.00726366	87.8891	6.16681	7.48862	2.91812	0.117122	0.15986	0.625901	0.471922	17.878	2.65692	0.188328	0.244841	4.82015	4.59455	31.7898	0.729522	47.9903	7.03285	2.49444	-4.497556e+01	-1.044789e+03	-1.089765e+03
780	6502.23	13.6802	3.01428	14.3842	4.68578	8.99247	0.00816151	89.3952	5.4577	5.57698	1.52992	0.103449	0.19613	0.73587	0.471922	17.6785	2.49033	0.211499	0.186337	4.26149	3.42772	25.57	0.705523	53.8019	7.18021	2.32443	-4.468172e+01	-1.044220e+03	-1.088902e+03
790	5917.65	11.3309	3.04644	16.1843	4.54838	9.22392	0.0104623	89.5689	5.4577	5.70316	2.32903	0.192691	0.214008	0.762086	0.476381	17.6785	4.99135	0.202167	0.199337	1.84211	4.38636	25.0658	0.632554	56.6243	6.08028	3.24173	-4.452239e+01	-1.047436e+03	-1.091959e+03
800	5592.73	8.05011	3.07833	8.99549	4.53688	9.77043	0.0101621	87.3885	5.07644	8.45781	1.21891	0.0567355	0.182028	0.807521	0.47889	17.5296	2.9956	0.215175	0.219514	5.54786	4.95823	21.0549	0.647347	65.5503	6.88867	2.05591	-4.598438e+01	-1.048549e+03	-1.094533e+03
810	5670.14	10.8762	3.04346	17.2468	4.53991	9.67464	0.0108138	88.5062	5.04954	7.61224	1.14127	0.207895	0.211706	0.910343	0.479972	18.6253	2.25861	0.215746	0.222753	7.29554	3.35028	21.0549	0.744519	67.0092	5.59007	2.60384	-4.945618e+01	-1.045019e+03	-1.094475e+03
820	5012.25	7.70472	3.08879	16.2596	3.74847	9.58345	0.00884804	87.2441	5.7516	9.95043	2.13347	0.0897041	0.169292	0.780648	0.472234	18.8154	5.2942	0.23897	0.261163	8.54108	3.6073	21.0949	0.715113	68.4655	6.15528	2.81109	-4.719377e+01	-1.044602e+03	-1.091795e+03
